fips,year,total_units
34037,2017,168
34037,2018,310
34037,2019,294
34037,2020,452
34037,2021,351
34037,2022,502
34037,2023,343
34037,2024,230
34039,2000,942
34039,2001,914
34039,2002,941
34039,2003,1430
34039,2004,1939
34039,2005,1865
34039,2006,2288
34039,2007,1240
34039,2008,984
34039,2009,752
34039,2010,631
34039,2011,870
34039,2012,1317
34039,2013,1650
34039,2014,2099
34039,2015,2731
34039,2016,2017
34039,2017,2017
34039,2018,3288
34039,2019,3256
34039,2020,3869
34039,2021,4039
34039,2022,4504
34039,2023,3062
34039,2024,1565
34041,2000,1256
34041,2001,887
34041,2002,1091
34041,2003,872
34041,2004,840
34041,2005,714
34041,2006,637
34041,2007,414
34041,2008,224
34041,2009,274
34041,2010,256
34041,2011,315
34041,2012,302
34041,2013,385
34041,2014,308
34041,2015,390
34041,2016,247
34041,2017,183
34041,2018,204
34041,2019,224
34041,2020,323
34041,2021,315
34041,2022,514
34041,2023,625
34041,2024,506
35000,2000,2572
35000,2001,3250
35000,2002,NA
35000,2003,3086
35000,2004,2584
35000,2005,3188
35000,2006,2530
35000,2007,2146
35000,2008,1296
35000,2009,1521
35000,2010,1237
35000,2011,1317
35000,2012,848
35000,2013,850
35000,2014,550
35000,2015,466
35000,2016,337
35000,2017,383
35000,2018,423
35000,2019,403
35000,2020,396
35000,2021,548
35000,2022,4574
35000,2023,5090
35000,2024,2263
35001,2000,6941
35001,2001,8519
35001,2002,11524
35001,2003,7906
35001,2004,11199
35001,2005,6765
35001,2006,6086
35001,2007,4643
35001,2008,1883
35001,2009,1183
35001,2010,1247
35001,2011,1162
35001,2012,1630
35001,2013,2779
35001,2014,2272
35001,2015,2582
35001,2016,2096
35001,2017,1959
35001,2018,2485
35001,2019,2712
35001,2020,2073
35001,2021,3540
35001,2022,3593
35001,2023,2635
35001,2024,1870
35005,2000,NA
35005,2001,NA
35005,2002,NA
35005,2003,65
35005,2004,125
35005,2005,132
35005,2006,107
35005,2007,86
35005,2008,64
35005,2009,30
35005,2010,31
35005,2011,62
35005,2012,36
35005,2013,72
35005,2014,113
35005,2015,133
35005,2016,436
35005,2017,207
35005,2018,112
35005,2019,66
35005,2020,81
35005,2021,97
35005,2022,92
35005,2023,89
35005,2024,75
35007,2003,136
35007,2004,78
35007,2005,76
35007,2006,63
35007,2007,63
35007,2008,31
35007,2009,10
35007,2010,16
35007,2011,14
35007,2012,11
35007,2013,19
35007,2014,13
35007,2015,13
35007,2016,12
35007,2017,12
35007,2018,11
35009,2000,NA
35009,2001,NA
35009,2002,NA
35009,2003,214
35009,2004,387
35009,2005,216
35009,2006,498
35009,2007,263
35009,2008,490
35009,2009,395
35009,2010,322
35009,2011,324
35009,2012,362
35009,2013,532
35009,2014,236
35009,2015,116
35009,2016,204
35009,2017,118
35009,2018,110
35009,2019,100
35009,2020,111
35009,2021,156
35009,2022,160
35009,2023,373
35009,2024,230
35013,2000,1621
35013,2001,1882
35013,2002,2307
35013,2003,3477
35013,2004,3119
35013,2005,4218
35013,2006,4575
35013,2007,2484
35013,2008,1449
35013,2009,2060
35013,2010,1696
35013,2011,1236
35013,2012,1793
35013,2013,1467
35013,2014,1138
35013,2015,1473
35013,2016,1378
35013,2017,2103
35013,2018,1840
35013,2019,1779
35013,2020,2056
35013,2021,1489
35013,2022,1469
35013,2023,1568
35013,2024,1156
35015,2000,64
35015,2001,68
35015,2002,101
35015,2003,85
35015,2004,106
35015,2005,80
35015,2006,109
35015,2007,162
35015,2008,210
35015,2009,105
35015,2010,155
35015,2011,574
35015,2012,756
35015,2013,227
35015,2014,672
35015,2015,311
35015,2016,601
35015,2017,300
35015,2018,568
35015,2019,492
35015,2020,333
35015,2021,289
35015,2022,274
35015,2023,528
35015,2024,215
35017,2013,4
35017,2014,8
35017,2015,19
35017,2016,10
35017,2017,11
35017,2018,9
35017,2019,10
35017,2020,10
35017,2021,15
35017,2022,1
35025,2000,4
35025,2001,20
35025,2002,24
35025,2003,76
35025,2004,214
35025,2005,90
35025,2006,136
35025,2007,262
35025,2008,230
35025,2009,50
35025,2010,154
35025,2011,56
35025,2012,148
35025,2013,202
35025,2014,546
35025,2015,336
35025,2016,434
35025,2017,162
35025,2018,332
35025,2019,226
35025,2020,170
35025,2021,211
35025,2022,207
35025,2023,117
35025,2024,125
35027,2000,332
35027,2001,NA
35027,2002,368
35027,2003,352
35027,2004,262
35027,2005,282
35027,2006,244
35027,2007,183
35027,2008,95
35027,2009,69
35027,2010,53
35027,2011,45
35027,2012,49
35027,2013,76
35027,2014,71
35027,2015,61
35027,2016,72
35027,2017,78
35027,2018,98
35027,2019,110
35027,2020,124
35027,2021,182
35027,2022,148
35027,2023,160
35027,2024,105
35028,2000,392
35028,2001,254
35028,2002,NA
35028,2003,225
35028,2004,206
35028,2005,113
35028,2006,94
35028,2007,38
35028,2008,12
35028,2009,6
35028,2010,5
35028,2011,12
35028,2012,6
35028,2013,8
35028,2014,6
35028,2015,21
35028,2016,6
35028,2017,30
35028,2018,15
35028,2019,59
35028,2020,48
35028,2021,40
35028,2022,39
35028,2023,35
35028,2024,25
35029,2000,42
35029,2001,NA
35029,2002,NA
35029,2003,190
35029,2004,107
35029,2005,170
35029,2006,205
35029,2007,124
35029,2008,44
35029,2009,29
35029,2010,25
35029,2011,21
35029,2012,59
35029,2013,12
35029,2014,14
35029,2015,14
35029,2016,15
35029,2017,23
35029,2018,27
35029,2019,18
35029,2020,13
35029,2021,8
35029,2022,8
35029,2023,6
35029,2024,5
35031,2000,288
35031,2001,30
35031,2002,148
35031,2003,48
35031,2004,42
35031,2005,36
35031,2006,33
35031,2007,122
35031,2008,163
35031,2009,4
35031,2010,33
35031,2011,4
35031,2012,12
35031,2013,14
35031,2014,9
35031,2015,8
35031,2016,20
35031,2017,21
35031,2018,8
35031,2019,4
35031,2020,26
35031,2021,4
35031,2022,2
35031,2023,2
35031,2024,1
35035,2000,214
35035,2001,160
35035,2002,208
35035,2003,336
35035,2004,391
35035,2005,545
35035,2006,447
35035,2007,301
35035,2008,96
35035,2009,6
35035,2010,4
35035,2011,2
35035,2012,10
35035,2013,8
35035,2014,1
35035,2015,0
35035,2016,8
35035,2017,8
35035,2018,0
35035,2019,0
35035,2020,0
35035,2021,3
35035,2022,1
35035,2023,4
35035,2024,4
35039,2000,NA
35039,2001,NA
35039,2002,NA
35039,2003,11
35039,2004,17
35039,2005,17
35039,2006,16
35039,2007,8
35039,2008,0
35039,2009,0
35039,2010,6
35039,2011,0
35039,2012,0
35039,2013,0
35039,2014,0
35039,2015,0
35039,2016,0
35041,2000,30
35041,2001,32
35041,2002,NA
35041,2003,87
35041,2004,94
35041,2005,75
35041,2006,120
35041,2007,68
35041,2008,48
35041,2009,90
35041,2010,102
35041,2011,112
35041,2012,86
35041,2013,62
35041,2014,38
35041,2015,57
35041,2016,28
35041,2017,29
35041,2018,21
35041,2019,22
35041,2020,21
35041,2021,31
35041,2022,28
35041,2023,23
35041,2024,885
35043,2000,NA
35043,2001,NA
35043,2002,NA
35043,2003,1330
35043,2004,1237
35043,2005,1214
35043,2006,1647
35043,2007,1917
35043,2008,1224
35043,2009,921
35043,2010,757
35043,2011,538
35043,2012,655
35043,2013,942
35043,2014,914
35043,2015,1114
35043,2016,1121
35043,2017,1126
35043,2018,1167
35043,2019,765
35043,2020,835
35043,2021,3330
35043,2022,1601
35043,2023,2496
35043,2024,1403
35045,2000,333
35045,2001,322
35045,2002,555
35045,2003,703
35045,2004,678
35045,2005,850
35045,2006,886
35045,2007,730
35045,2008,590
35045,2009,448
35045,2010,546
35045,2011,294
35045,2012,359
35045,2013,312
35045,2014,278
35045,2015,230
35045,2016,209
35045,2017,160
35045,2018,145
35045,2019,156
35045,2020,196
35045,2021,194
35045,2022,275
35045,2023,234
35045,2024,98
35047,2013,0
35047,2014,3
35047,2015,0
35047,2016,2
35047,2017,1
35047,2018,1
35047,2019,1
35047,2020,6
35047,2021,0
35047,2022,2
35047,2023,0
35047,2024,0
35049,2000,352
35049,2001,NA
35049,2002,NA
35049,2003,878
35049,2004,800
35049,2005,580
35049,2006,417
35049,2007,277
35049,2008,140
35049,2009,102
35049,2010,104
35049,2011,94
35049,2012,130
35049,2013,249
35049,2014,309
35049,2015,205
35049,2016,166
35049,2017,131
35049,2018,514
35049,2019,1058
35049,2020,1062
35049,2021,969
35049,2022,600
35049,2023,2008
35049,2024,334
35051,2003,4
35051,2004,60
35051,2005,14
35051,2006,4
35051,2007,8
35051,2008,6
35051,2009,1
35051,2010,2
35051,2011,6
35051,2012,0
35051,2013,4
35051,2014,0
35051,2015,0
35051,2016,2
35051,2017,2
35051,2018,1
35051,2019,0
35051,2020,0
35053,2000,16
35053,2001,20
35053,2002,44
35053,2003,17
35053,2004,8
35053,2005,46
35053,2006,98
35053,2007,32
35053,2008,34
35053,2009,8
35053,2010,5
35053,2011,0
35053,2012,0
35053,2013,2
35053,2014,3
35053,2015,10
35053,2016,7
35053,2017,2
35053,2018,2
35055,2000,172
35055,2001,176
35055,2002,NA
35055,2003,207
35055,2004,366
35055,2005,382
35055,2006,429
35055,2007,238
35055,2008,130
35055,2009,78
35055,2010,68
35055,2011,62
35055,2012,70
35055,2013,139
35055,2014,95
35055,2015,78
35055,2016,77
35055,2017,92
35055,2018,115
35055,2019,115
35055,2020,112
35055,2021,156
35055,2022,138
35055,2023,152
35055,2024,121
35061,2000,463
35061,2001,NA
35061,2002,455
35061,2003,460
35061,2004,431
35061,2005,603
35061,2006,317
35061,2007,199
35061,2008,98
35061,2009,103
35061,2010,94
35061,2011,78
35061,2012,108
35061,2013,113
35061,2014,75
35061,2015,86
35061,2016,96
35061,2017,110
35061,2018,187
35061,2019,206
35061,2020,145
35061,2021,575
35061,2022,369
35061,2023,367
35061,2024,316
36001,2015,2175
36001,2016,1371
36001,2017,1392
36001,2018,1149
36001,2019,773
36001,2020,1119
36001,2021,1503
36001,2022,1955
36001,2023,1164
36001,2024,880
36003,2022,23
36003,2023,70
36003,2024,63
36005,2000,3292
36005,2001,4432
36005,2002,5252
36005,2003,5870
36005,2004,10094
36005,2005,9874
36005,2006,9316
36005,2007,6208
36005,2008,4256
36005,2009,3086
36005,2010,2128
36005,2011,2232
36005,2012,5104
36005,2013,5276
36005,2014,3770
36005,2015,9464
36005,2016,8006
36005,2017,10802
36005,2018,7958
36005,2019,11082
36005,2020,9264
36005,2021,10696
36005,2022,7860
36005,2023,3740
36005,2024,7550
36007,2022,292
36007,2023,235
36007,2024,204
36009,2022,129
36009,2023,124
36009,2024,98
36011,2022,77
36011,2023,118
36011,2024,107
36013,2022,110
36013,2023,118
36013,2024,97
36015,2022,135
36015,2023,84
36015,2024,61
36017,2022,188
36017,2023,142
36017,2024,106
36019,2022,196
36019,2023,329
36019,2024,191
36021,2022,124
36021,2023,108
36021,2024,105
36023,2022,57
36023,2023,72
36023,2024,54
36025,2022,74
36025,2023,73
36025,2024,58
36027,2000,1675
36027,2001,1592
36027,2002,1855
36027,2003,1786
36027,2004,1671
36027,2022,578
36027,2023,1082
36027,2024,571
36029,2015,2469
36029,2016,2492
36029,2017,2232
36029,2018,2151
36029,2019,2682
36029,2020,2204
36029,2021,2288
36029,2022,2378
36029,2023,1866
36029,2024,1577
36031,2022,242
36031,2023,215
36031,2024,157
36033,2022,119
36033,2023,111
36033,2024,121
36035,2022,80
36035,2023,77
36035,2024,95
36037,2022,104
36037,2023,37
36037,2024,34
36039,2022,160
36039,2023,129
36039,2024,100
36041,2022,77
36041,2023,49
36041,2024,51
36043,2022,102
36043,2023,102
36043,2024,47
36045,2022,174
36045,2023,206
36045,2024,148
36047,2000,5808
36047,2001,5946
36047,2002,10494
36047,2003,12108
36047,2004,13996
36047,2005,18056
36047,2006,18382
36047,2007,21860
36047,2008,24714
36047,2009,2006
36047,2010,4186
36047,2011,3044
36047,2012,6706
36047,2013,12280
36047,2014,15102
36047,2015,51390
36047,2016,9006
36047,2017,12424
36047,2018,16890
36047,2019,19392
36047,2020,13066
36047,2021,14026
36047,2022,18846
36047,2023,8277
36047,2024,16084
36049,2022,74
36049,2023,246
36049,2024,166
36051,2015,98
36051,2016,93
36051,2017,226
36051,2018,199
36051,2019,148
36051,2020,111
36051,2021,56
36051,2022,61
36051,2023,105
36051,2024,74
36053,2022,97
36053,2023,144
36053,2024,103
36055,2015,3380
36055,2016,2572
36055,2017,1814
36055,2018,2047
36055,2019,2620
36055,2020,1931
36055,2021,2078
36055,2022,3067
36055,2023,1514
36055,2024,898
36057,2022,102
36057,2023,48
36057,2024,32
36059,2000,2727
36059,2001,1766
36059,2002,1584
36059,2003,1174
36059,2004,2111
36059,2005,2439
36059,2006,2327
36059,2007,1296
36059,2008,2958
36059,2009,716
36059,2010,848
36059,2011,1149
36059,2012,1234
36059,2013,1253
36059,2014,1303
36059,2015,1781
36059,2016,1227
36059,2017,1451
36059,2018,1513
36059,2019,1859
36059,2020,1276
36059,2021,1718
36059,2022,1595
36059,2023,890
36059,2024,692
36061,2000,10220
36061,2001,12218
36061,2002,10814
36061,2003,10464
36061,2004,9208
36061,2005,17050
36061,2006,17580
36061,2007,19040
36061,2008,19400
36061,2009,2726
36061,2010,1744
36061,2011,5070
36061,2012,4984
36061,2013,9912
36061,2014,10562
36061,2015,25226
36061,2016,8084
36061,2017,9680
36061,2018,7168
36061,2019,10932
36061,2020,3792
36061,2021,6330
36061,2022,5168
36061,2023,3164
36061,2024,7568
36063,2015,376
36063,2016,440
36063,2017,368
36063,2018,360
36063,2019,341
36063,2020,340
36063,2021,353
36063,2022,316
36063,2023,325
36063,2024,199
36065,2022,272
36065,2023,205
36065,2024,160
36067,2022,427
36067,2023,518
36067,2024,529
36069,2015,868
36069,2016,972
36069,2017,795
36069,2018,734
36069,2019,457
36069,2020,617
36069,2021,812
36069,2022,1024
36069,2023,554
36069,2024,272
36071,2000,3385
36071,2001,3319
36071,2002,3308
36071,2003,2952
36071,2004,3095
36071,2022,2091
36071,2023,1601
36071,2024,1833
36073,2015,31
36073,2016,47
36073,2017,38
36073,2018,30
36073,2019,118
36073,2020,62
36073,2021,61
36073,2022,32
36073,2023,22
36073,2024,17
36075,2022,206
36075,2023,149
36075,2024,128
36077,2022,164
36077,2023,122
36077,2024,91
36079,2000,562
36079,2001,460
36079,2002,463
36079,2003,665
36079,2004,308
36079,2005,231
36079,2006,220
36079,2007,150
36079,2008,155
36079,2009,59
36079,2010,139
36079,2011,99
36079,2012,185
36079,2013,139
36079,2014,128
36079,2015,130
36079,2016,70
36079,2017,78
36079,2018,73
36079,2019,223
36079,2020,70
36079,2021,117
36079,2022,222
36079,2023,102
36079,2024,41
36081,2000,5446
36081,2001,6528
36081,2002,6928
36081,2003,8798
36081,2004,13514
36081,2005,14738
36081,2006,14504
36081,2007,15250
36081,2008,15460
36081,2009,2948
36081,2010,4716
36081,2011,6364
36081,2012,3058
36081,2013,6322
36081,2014,9800
36081,2015,25334
36081,2016,5676
36081,2017,10208
36081,2018,9154
36081,2019,10274
36081,2020,11680
36081,2021,8174
36081,2022,10322
36081,2023,3196
36081,2024,6926
36083,2015,296
36083,2016,374
36083,2017,322
36083,2018,283
36083,2019,303
36083,2020,223
36083,2021,242
36083,2022,235
36083,2023,403
36083,2024,620
36085,2000,5334
36085,2001,4588
36085,2002,3512
36085,2003,5196
36085,2004,4294
36085,2005,3595
36085,2006,2072
36085,2007,1478
36085,2008,2510
36085,2009,1140
36085,2010,1016
36085,2011,1162
36085,2012,1346
36085,2013,2400
36085,2014,1424
36085,2015,1082
36085,2016,1802
36085,2017,1370
36085,2018,1212
36085,2019,1324
36085,2020,822
36085,2021,615
36085,2022,784
36085,2023,194
36085,2024,654
36087,2004,574
36087,2005,815
36087,2006,611
36087,2007,886
36087,2008,618
36087,2009,199
36087,2010,582
36087,2011,322
36087,2012,461
36087,2013,478
36087,2014,609
36087,2015,699
36087,2016,438
36087,2017,701
36087,2018,489
36087,2019,498
36087,2020,625
36087,2021,495
36087,2022,440
36087,2023,458
36087,2024,374
36089,2022,258
36089,2023,246
36089,2024,213
36091,2015,3113
36091,2016,2267
36091,2017,1988
36091,2018,1624
36091,2019,1654
36091,2020,1873
36091,2021,2064
36091,2022,1731
36091,2023,1640
36091,2024,891
36093,2015,927
36093,2016,904
36093,2017,475
36093,2018,356
36093,2019,304
36093,2020,197
36093,2021,645
36093,2022,399
36093,2023,173
36093,2024,228
36095,2015,33
36095,2016,34
36095,2017,50
36095,2018,46
36095,2019,43
36095,2020,46
36095,2021,61
36095,2022,45
36095,2023,48
36095,2024,26
36097,2022,92
36097,2023,68
36097,2024,67
36099,2000,NA
36099,2001,NA
36099,2002,NA
36099,2003,40
36099,2004,47
36099,2015,54
36099,2016,150
36099,2017,54
36099,2018,85
36099,2019,83
36099,2020,79
36099,2021,83
36099,2022,110
36099,2023,87
36099,2024,48
36101,2022,164
36101,2023,129
36101,2024,125
36103,2000,8041
36103,2001,8197
36103,2002,7565
36103,2003,5149
36103,2004,5835
36103,2005,6432
36103,2006,5030
36103,2007,3489
36103,2008,2222
36103,2009,1698
36103,2010,1917
36103,2011,1485
36103,2012,1835
36103,2013,1943
36103,2014,2156
36103,2018,873
36103,2019,1438
36103,2020,1099
36103,2021,2684
36103,2022,2475
36103,2023,1630
36103,2024,1161
36105,2022,888
36105,2023,612
36105,2024,539
36107,2022,154
36107,2023,137
36107,2024,100
36109,2022,475
36109,2023,296
36109,2024,303
36111,2022,744
36111,2023,587
36111,2024,320
36113,2022,402
36113,2023,276
36113,2024,258
36115,2022,97
36115,2023,171
36115,2024,137
36117,2015,258
36117,2016,185
36117,2017,147
36117,2018,231
36117,2019,160
36117,2020,238
36117,2021,229
36117,2022,144
36117,2023,233
36117,2024,315
36119,2000,3488
36119,2001,2756
36119,2002,3824
36119,2003,2411
36119,2004,3004
36119,2005,1765
36119,2006,1477
36119,2007,3623
36119,2008,1771
36119,2009,856
36119,2010,630
36119,2011,1490
36119,2012,787
36119,2013,1430
36119,2014,1154
36119,2015,1304
36119,2016,1618
36119,2017,2095
36119,2018,2414
36119,2019,2131
36119,2020,3606
36119,2021,2964
36119,2022,5082
36119,2023,2287
36119,2024,1376
36121,2022,40
36121,2023,57
36121,2024,116
36123,2022,97
36123,2023,78
36123,2024,112
37001,2000,1864
37001,2001,1900
37001,2002,2759
37001,2003,2292
37001,2004,2732
37001,2022,3767
37001,2023,5467
37001,2024,3703
37003,2000,246
37003,2001,NA
37003,2002,NA
37003,2003,232
37003,2004,356
37003,2005,296
37003,2006,320
37003,2007,592
37003,2008,243
37003,2009,266
37003,2010,94
37003,2011,77
37003,2012,148
37003,2013,104
37003,2014,106
37003,2022,115
37003,2023,109
37003,2024,81
37005,2000,302
37005,2001,190
37005,2002,NA
37005,2003,164
37005,2004,214
37005,2022,136
37005,2023,166
37005,2024,136
37007,2004,144
37007,2005,115
37007,2006,108
37007,2007,105
37007,2008,80
37007,2009,54
37007,2010,62
37007,2011,39
37007,2012,28
37007,2013,35
37007,2014,40
37007,2015,36
37007,2016,39
37007,2017,43
37007,2018,45
37007,2019,47
37007,2020,55
37007,2021,64
37007,2022,55
37007,2023,52
37007,2024,39
37009,2000,444
37009,2001,NA
37009,2002,582
37009,2003,564
37009,2004,582
37009,2005,680
37009,2006,702
37009,2007,762
37009,2008,377
37009,2009,208
37009,2010,180
37009,2011,140
37009,2012,172
37009,2013,176
37009,2014,150
37009,2022,342
37009,2023,332
37009,2024,282
37011,2000,296
37011,2001,NA
37011,2002,322
37011,2003,374
37011,2004,524
37011,2007,378
37011,2008,202
37011,2009,154
37011,2010,100
37011,2011,110
37011,2012,168
37011,2013,146
37011,2014,88
37011,2015,91
37011,2016,169
37011,2017,184
37011,2018,234
37011,2019,262
37011,2020,304
37011,2021,408
37011,2022,420
37011,2023,310
37011,2024,146
37013,2022,272
37013,2023,260
37013,2024,177
37015,2000,56
37015,2001,72
37015,2002,154
37015,2003,82
37015,2004,119
37015,2015,32
37015,2016,48
37015,2017,22
37015,2018,20
37015,2019,36
37015,2020,47
37015,2021,28
37015,2022,64
37015,2023,56
37015,2024,72
37017,2000,126
37017,2001,NA
37017,2002,NA
37017,2003,180
37017,2004,236
37017,2022,102
37017,2023,126
37017,2024,151
37019,2004,4622
37019,2005,5424
37019,2006,4475
37019,2007,3553
37019,2008,3067
37019,2009,2555
37019,2010,1875
37019,2011,1507
37019,2012,2194
37019,2013,2424
37019,2014,3184
37019,2022,7200
37019,2023,10716
37019,2024,4862
37021,2022,2882
37021,2023,3679
37021,2024,4971
37023,2022,707
37023,2023,434
37023,2024,298
37025,2000,3384
37025,2001,3818
37025,2002,3934
37025,2003,3818
37025,2004,4292
37025,2005,5282
37025,2006,5402
37025,2007,4300
37025,2008,2716
37025,2009,2156
37025,2010,1342
37025,2011,1420
37025,2012,2488
37025,2013,2884
37025,2014,3108
37025,2015,3526
37025,2016,3716
37025,2017,3344
37025,2018,4042
37025,2019,5428
37025,2020,5590
37025,2021,4864
37025,2022,3638
37025,2023,4540
37025,2024,3544
37027,2000,750
37027,2001,806
37027,2002,810
37027,2003,680
37027,2004,788
37027,2005,724
37027,2006,638
37027,2007,628
37027,2008,376
37027,2009,248
37027,2010,264
37027,2011,236
37027,2012,128
37027,2013,168
37027,2014,328
37027,2022,562
37027,2023,503
37027,2024,290
37029,2000,126
37029,2001,NA
37029,2002,316
37029,2003,376
37029,2004,264
37029,2022,132
37029,2023,130
37029,2024,144
37031,2022,1203
37031,2023,1026
37031,2024,1508
37033,2000,178
37033,2001,NA
37033,2002,200
37033,2003,155
37033,2004,197
37033,2015,112
37033,2016,86
37033,2017,76
37033,2018,112
37033,2019,46
37033,2020,42
37033,2021,54
37033,2022,78
37033,2023,86
37033,2024,78
37035,2014,28
37035,2022,3396
37035,2023,3184
37035,2024,2928
37037,2000,836
37037,2001,927
37037,2002,1072
37037,2003,1538
37037,2004,1210
37037,2005,1262
37037,2006,1112
37037,2007,1228
37037,2008,647
37037,2009,462
37037,2010,494
37037,2011,657
37037,2012,640
37037,2013,620
37037,2014,977
37037,2015,1192
37037,2016,1402
37037,2017,1484
37037,2018,1418
37037,2019,1794
37037,2020,1160
37037,2021,1317
37037,2022,1128
37037,2023,1248
37037,2024,622
37039,2004,970
37039,2005,1031
37039,2006,960
37039,2007,622
37039,2008,316
37039,2009,200
37039,2010,216
37039,2011,174
37039,2012,202
37039,2013,176
37039,2014,188
37039,2022,526
37039,2023,560
37039,2024,332
37041,2022,53
37041,2023,73
37041,2024,45
37043,2000,302
37043,2001,258
37043,2002,330
37043,2003,358
37043,2004,384
37043,2022,248
37043,2023,256
37043,2024,196
37045,2022,464
37045,2023,473
37045,2024,515
37047,2022,18
37047,2023,14
37047,2024,14
37049,2004,1414
37049,2005,1928
37049,2006,1919
37049,2007,1273
37049,2008,938
37049,2009,760
37049,2010,627
37049,2011,487
37049,2012,427
37049,2013,466
37049,2014,411
37049,2022,903
37049,2023,653
37049,2024,561
37051,2004,6018
37051,2015,2226
37051,2016,1433
37051,2017,1326
37051,2018,1150
37051,2019,1506
37051,2020,1418
37051,2021,2008
37051,2022,2314
37051,2023,1785
37051,2024,1640
37053,2000,186
37053,2001,NA
37053,2002,NA
37053,2003,772
37053,2004,705
37053,2005,642
37053,2006,525
37053,2007,358
37053,2008,258
37053,2009,194
37053,2010,218
37053,2011,170
37053,2012,203
37053,2013,248
37053,2014,245
37053,2015,545
37053,2016,495
37053,2017,618
37053,2018,850
37053,2019,825
37053,2020,996
37053,2021,1078
37053,2022,726
37053,2023,842
37053,2024,441
37055,2022,1029
37055,2023,820
37055,2024,435
37057,2000,1786
37057,2001,1980
37057,2002,1796
37057,2003,1340
37057,2004,1750
37057,2022,920
37057,2023,2098
37057,2024,1373
37059,2000,272
37059,2001,650
37059,2002,600
37059,2003,658
37059,2004,790
37059,2005,688
37059,2006,480
37059,2007,257
37059,2008,149
37059,2009,117
37059,2010,132
37059,2011,82
37059,2012,86
37059,2013,114
37059,2014,164
37059,2015,320
37059,2016,164
37059,2017,330
37059,2018,221
37059,2019,359
37059,2020,312
37059,2021,292
37059,2022,257
37059,2023,239
37059,2024,175
37061,2000,334
37061,2001,NA
37061,2002,348
37061,2003,236
37061,2004,298
37061,2022,200
37061,2023,220
37061,2024,196
37063,2000,5338
37063,2001,NA
37063,2002,NA
37063,2003,5333
37063,2004,5850
37063,2005,4864
37063,2006,3987
37063,2007,3533
37063,2008,2119
37063,2009,2397
37063,2010,2180
37063,2011,2484
37063,2012,4743
37063,2013,4149
37063,2014,3162
37063,2015,4624
37063,2016,4282
37063,2017,3116
37063,2018,3362
37063,2019,4225
37063,2020,4215
37063,2021,6388
37063,2022,6523
37063,2023,6243
37063,2024,3442
37065,2022,243
37065,2023,158
37065,2024,86
37067,2000,5504
37067,2001,4528
37067,2002,5842
37067,2003,5652
37067,2004,6432
37067,2005,5849
37067,2006,5878
37067,2007,5552
37067,2008,3340
37067,2009,1946
37067,2010,2047
37067,2011,2576
37067,2012,2272
37067,2013,2706
37067,2014,3081
37067,2022,4788
37067,2023,5720
37067,2024,5784
37069,2000,748
37069,2001,NA
37069,2002,832
37069,2003,881
37069,2004,952
37069,2005,1076
37069,2006,1160
37069,2007,1088
37069,2008,508
37069,2009,282
37069,2010,316
37069,2011,252
37069,2012,364
37069,2013,508
37069,2014,484
37069,2015,706
37069,2016,914
37069,2017,1180
37069,2018,1472
37069,2019,1836
37069,2020,1932
37069,2021,2306
37069,2022,1926
37069,2023,1694
37069,2024,1424
37071,2000,1574
37071,2001,2276
37071,2002,2176
37071,2003,1869
37071,2004,2184
37071,2005,3092
37071,2006,3328
37071,2007,3070
37071,2008,1764
37071,2009,1334
37071,2010,908
37071,2011,1246
37071,2012,818
37071,2013,1004
37071,2014,1372
37071,2015,2648
37071,2016,2200
37071,2017,2272
37071,2018,2278
37071,2019,2766
37071,2020,2427
37071,2021,3343
37071,2022,2051
37071,2023,1860
37071,2024,2511
37073,2022,16
37073,2023,13
37073,2024,10
37075,2000,116
37075,2001,172
37075,2002,108
37075,2003,112
37075,2004,140
37075,2022,7
37075,2023,54
37075,2024,45
37077,2018,222
37077,2019,682
37077,2020,630
37077,2021,434
37077,2022,440
37077,2023,438
37077,2024,764
37079,2022,40
37079,2023,46
37079,2024,92
37081,2000,6894
37081,2001,10134
37081,2002,8956
37081,2003,7790
37081,2004,9776
37081,2005,7327
37081,2006,6801
37081,2007,6946
37081,2008,4367
37081,2009,2874
37081,2010,2661
37081,2011,3297
37081,2012,2886
37081,2013,3480
37081,2014,3695
37081,2015,3298
37081,2016,4371
37081,2017,4590
37081,2018,3254
37081,2019,3539
37081,2020,4675
37081,2021,5616
37081,2022,4315
37081,2023,5083
37081,2024,5682
37083,2022,83
37083,2023,60
37083,2024,43
37085,2022,1335
37085,2023,1498
37085,2024,1082
37087,2022,553
37087,2023,549
37087,2024,534
37089,2000,1256
37089,2001,1942
37089,2002,2022
37089,2003,1822
37089,2004,2132
37089,2005,2070
37089,2006,2073
37089,2007,2432
37089,2008,845
37089,2009,595
37089,2010,452
37089,2011,508
37089,2012,924
37089,2013,888
37089,2014,678
37089,2015,1232
37089,2016,1110
37089,2017,1192
37089,2018,1674
37089,2019,1238
37089,2020,1144
37089,2021,1580
37089,2022,1300
37089,2023,1227
37089,2024,1584
37091,2000,62
37091,2001,52
37091,2002,126
37091,2003,133
37091,2004,48
37091,2022,38
37091,2023,19
37091,2024,4
37093,2008,600
37093,2009,938
37093,2010,1110
37093,2011,806
37093,2012,1066
37093,2013,1108
37093,2014,456
37093,2015,548
37093,2016,472
37093,2017,438
37093,2018,488
37093,2019,474
37093,2020,678
37093,2021,846
37093,2022,696
37093,2023,974
37093,2024,974
37095,2022,19
37095,2023,30
37095,2024,40
