fips,year,has_kitchen,complete_plumbing,debt_incurred,metro
36013,2022,0.9942279942279942,0.9966329966329966,0.5117139334155364,0
36027,2005,0.9977678571428571,0.9951636904761905,0.7746672785681505,1
36027,2006,0.9989399293286219,0.9968197879858657,0.7791057990261178,1
36027,2007,0.9937568857877341,0.9944913698127066,0.7668488160291439,1
36027,2008,0.9988884772137829,0.9985179696183771,0.7430886558627264,1
36027,2009,0.996716526815031,0.9970813571689164,0.7623339658444023,1
36027,2010,0.9947833065810594,0.9947833065810594,0.739461655662773,1
36027,2011,0.9948371723590151,0.9968228752978554,0.7620798319327731,1
36027,2012,0.9972356599861782,0.9979267449896337,0.7697777777777778,1
36027,2013,0.996614759647935,0.9996614759647935,0.7600341588385995,1
36027,2014,0.9963976945244957,0.9967579250720461,0.7388300322432059,1
36027,2015,0.9948998178506375,0.9970856102003643,0.7454890788224121,1
36027,2016,0.9972881355932204,0.9969491525423729,0.7150837988826816,1
36027,2017,0.992589978828511,0.995059985885674,0.7224215246636772,1
