State,Year,Quarter,HPI
NE,1991,2,129.70
NE,1991,3,130.85
NE,1991,4,131.62
NE,1992,1,133.36
NE,1992,2,135.17
NE,1992,3,137.25
NE,1992,4,138.25
NE,1993,1,139.49
NE,1993,2,141.21
NE,1993,3,143.42
NE,1993,4,145.64
NE,1994,1,147.54
NE,1994,2,152.32
NE,1994,3,155.87
NE,1994,4,155.82
NE,1995,1,157.85
NE,1995,2,160.78
NE,1995,3,163.12
NE,1995,4,164.17
NE,1996,1,166.12
NE,1996,2,169.61
NE,1996,3,172.08
NE,1996,4,173.04
NE,1997,1,174.65
NE,1997,2,178.03
NE,1997,3,180.23
NE,1997,4,182.59
NE,1998,1,184.22
NE,1998,2,185.41
NE,1998,3,188.18
NE,1998,4,190.42
NE,1999,1,191.81
NE,1999,2,195.41
NE,1999,3,196.21
NE,1999,4,197.48
NE,2000,1,198.65
NE,2000,2,201.42
NE,2000,3,203.30
NE,2000,4,204.79
NE,2001,1,207.45
NE,2001,2,209.73
NE,2001,3,211.52
NE,2001,4,213.24
NE,2002,1,214.91
NE,2002,2,216.29
NE,2002,3,218.37
NE,2002,4,219.79
NE,2003,1,220.96
NE,2003,2,222.19
NE,2003,3,224.62
NE,2003,4,228.25
NE,2004,1,229.40
NE,2004,2,232.67
NE,2004,3,237.33
NE,2004,4,239.27
NE,2005,1,240.90
NE,2005,2,244.39
NE,2005,3,247.88
NE,2005,4,247.10
NE,2006,1,247.16
NE,2006,2,249.62
NE,2006,3,250.68
NE,2006,4,250.87
NE,2007,1,251.86
NE,2007,2,253.69
NE,2007,3,252.67
NE,2007,4,252.18
NE,2008,1,254.12
NE,2008,2,252.18
NE,2008,3,249.93
NE,2008,4,251.17
NE,2009,1,253.23
NE,2009,2,252.12
NE,2009,3,249.62
NE,2009,4,249.47
NE,2010,1,247.21
NE,2010,2,248.94
NE,2010,3,251.23
NE,2010,4,249.87
NE,2011,1,247.75
NE,2011,2,246.82
NE,2011,3,249.30
NE,2011,4,250.92
NE,2012,1,250.58
NE,2012,2,250.94
NE,2012,3,252.11
NE,2012,4,253.42
NE,2013,1,254.84
NE,2013,2,257.58
NE,2013,3,258.95
NE,2013,4,260.52
NE,2014,1,260.78
NE,2014,2,266.39
NE,2014,3,268.89
NE,2014,4,270.54
NE,2015,1,272.37
NE,2015,2,277.08
NE,2015,3,281.77
NE,2015,4,282.78
NE,2016,1,282.49
NE,2016,2,288.43
NE,2016,3,293.82
NE,2016,4,294.62
NE,2017,1,298.18
NE,2017,2,306.63
NE,2017,3,310.16
NE,2017,4,311.92
NE,2018,1,315.12
NE,2018,2,321.91
NE,2018,3,326.91
NE,2018,4,327.42
NE,2019,1,331.85
NE,2019,2,338.99
NE,2019,3,342.14
NE,2019,4,344.16
NE,2020,1,348.37
NE,2020,2,351.02
NE,2020,3,355.75
NE,2020,4,362.92
NE,2021,1,369.24
NE,2021,2,390.96
NE,2021,3,410.12
NE,2021,4,419.21
NE,2022,1,429.58
NE,2022,2,462.01
NE,2022,3,467.50
NE,2022,4,464.88
NE,2023,1,474.50
NE,2023,2,493.44
NE,2023,3,501.77
NE,2023,4,494.46
NE,2024,1,505.56
NE,2024,2,520.38
NH,1975,1,68.42
NH,1975,2,54.79
NH,1975,3,61.89
NH,1975,4,55.37
NH,1976,1,72.65
NH,1976,2,62.77
NH,1976,3,65.42
NH,1976,4,69.57
NH,1977,1,71.57
NH,1977,2,67.29
NH,1977,3,71.00
NH,1977,4,75.66
NH,1978,1,75.70
NH,1978,2,76.23
NH,1978,3,85.53
NH,1978,4,85.44
NH,1979,1,89.27
NH,1979,2,94.48
NH,1979,3,96.03
NH,1979,4,96.61
NH,1980,1,100.00
NH,1980,2,98.26
NH,1980,3,102.41
NH,1980,4,98.85
NH,1981,1,98.27
NH,1981,2,100.86
NH,1981,3,99.97
NH,1981,4,106.74
NH,1982,1,106.41
NH,1982,2,105.72
NH,1982,3,107.73
NH,1982,4,106.98
NH,1983,1,109.21
NH,1983,2,112.39
NH,1983,3,116.12
NH,1983,4,118.08
NH,1984,1,122.41
NH,1984,2,127.96
NH,1984,3,133.81
NH,1984,4,137.79
NH,1985,1,142.08
NH,1985,2,152.47
NH,1985,3,160.15
NH,1985,4,170.54
NH,1986,1,178.62
NH,1986,2,186.99
NH,1986,3,195.73
NH,1986,4,206.79
NH,1987,1,212.26
NH,1987,2,221.24
NH,1987,3,223.44
NH,1987,4,227.90
NH,1988,1,227.05
NH,1988,2,229.84
NH,1988,3,229.79
NH,1988,4,229.50
NH,1989,1,230.00
NH,1989,2,226.64
NH,1989,3,230.59
NH,1989,4,230.84
NH,1990,1,226.19
NH,1990,2,216.66
NH,1990,3,211.73
NH,1990,4,204.55
NH,1991,1,201.79
NH,1991,2,198.74
NH,1991,3,194.49
NH,1991,4,194.86
NH,1992,1,194.96
NH,1992,2,190.70
NH,1992,3,189.74
NH,1992,4,189.94
NH,1993,1,188.18
NH,1993,2,190.40
NH,1993,3,190.67
NH,1993,4,191.29
NH,1994,1,191.76
NH,1994,2,188.40
NH,1994,3,185.66
NH,1994,4,185.10
NH,1995,1,185.85
NH,1995,2,188.37
NH,1995,3,192.31
NH,1995,4,194.87
NH,1996,1,195.77
NH,1996,2,194.98
NH,1996,3,197.53
NH,1996,4,198.61
NH,1997,1,200.04
NH,1997,2,202.69
NH,1997,3,205.21
NH,1997,4,208.24
NH,1998,1,211.27
NH,1998,2,215.39
NH,1998,3,219.24
NH,1998,4,223.13
NH,1999,1,226.39
NH,1999,2,232.97
NH,1999,3,240.30
NH,1999,4,244.82
NH,2000,1,254.23
NH,2000,2,263.08
NH,2000,3,272.81
NH,2000,4,280.31
NH,2001,1,286.61
NH,2001,2,296.42
NH,2001,3,306.83
NH,2001,4,312.27
NH,2002,1,320.73
NH,2002,2,332.13
NH,2002,3,342.47
NH,2002,4,350.20
NH,2003,1,355.66
NH,2003,2,361.20
NH,2003,3,370.56
NH,2003,4,385.19
NH,2004,1,390.86
NH,2004,2,401.35
NH,2004,3,419.06
NH,2004,4,427.32
NH,2005,1,438.57
NH,2005,2,449.04
NH,2005,3,459.85
NH,2005,4,465.22
NH,2006,1,468.84
NH,2006,2,466.10
NH,2006,3,464.22
NH,2006,4,467.29
NH,2007,1,466.02
NH,2007,2,462.84
NH,2007,3,455.34
NH,2007,4,454.86
NH,2008,1,455.11
NH,2008,2,443.39
NH,2008,3,428.08
NH,2008,4,426.31
NH,2009,1,427.84
NH,2009,2,415.53
NH,2009,3,402.34
NH,2009,4,399.93
NH,2010,1,396.12
NH,2010,2,393.43
NH,2010,3,397.84
NH,2010,4,395.58
NH,2011,1,386.65
NH,2011,2,379.85
NH,2011,3,381.98
NH,2011,4,383.75
NH,2012,1,378.29
NH,2012,2,375.14
NH,2012,3,377.16
NH,2012,4,378.43
NH,2013,1,377.30
NH,2013,2,378.05
NH,2013,3,382.46
NH,2013,4,382.59
NH,2014,1,386.47
NH,2014,2,389.16
NH,2014,3,395.25
NH,2014,4,396.88
NH,2015,1,400.29
NH,2015,2,406.74
NH,2015,3,411.59
NH,2015,4,412.09
NH,2016,1,415.49
NH,2016,2,421.05
NH,2016,3,428.48
NH,2016,4,430.84
NH,2017,1,433.49
NH,2017,2,443.57
NH,2017,3,451.33
NH,2017,4,454.78
NH,2018,1,461.51
NH,2018,2,470.66
NH,2018,3,477.48
NH,2018,4,479.67
NH,2019,1,484.61
NH,2019,2,493.78
NH,2019,3,500.93
NH,2019,4,506.67
NH,2020,1,513.39
NH,2020,2,521.16
NH,2020,3,533.31
NH,2020,4,548.70
NH,2021,1,565.04
NH,2021,2,599.27
NH,2021,3,635.26
NH,2021,4,654.69
NH,2022,1,673.91
NH,2022,2,720.99
NH,2022,3,737.57
NH,2022,4,735.72
NH,2023,1,749.05
NH,2023,2,782.13
NH,2023,3,804.70
NH,2023,4,801.17
NH,2024,1,815.59
NH,2024,2,853.14
NJ,1975,1,64.45
NJ,1975,2,59.26
NJ,1975,3,60.26
NJ,1975,4,62.95
NJ,1976,1,62.86
NJ,1976,2,63.87
NJ,1976,3,65.98
NJ,1976,4,62.27
NJ,1977,1,65.23
NJ,1977,2,65.36
NJ,1977,3,67.47
NJ,1977,4,69.49
NJ,1978,1,71.22
NJ,1978,2,73.31
NJ,1978,3,76.48
NJ,1978,4,79.70
NJ,1979,1,85.14
NJ,1979,2,87.12
NJ,1979,3,91.67
NJ,1979,4,94.20
NJ,1980,1,100.00
NJ,1980,2,101.65
NJ,1980,3,100.87
NJ,1980,4,103.84
NJ,1981,1,104.33
NJ,1981,2,105.94
NJ,1981,3,107.65
NJ,1981,4,105.94
NJ,1982,1,105.37
NJ,1982,2,109.01
NJ,1982,3,109.21
NJ,1982,4,109.69
NJ,1983,1,110.20
NJ,1983,2,113.80
NJ,1983,3,117.70
NJ,1983,4,120.92
NJ,1984,1,123.95
NJ,1984,2,130.24
NJ,1984,3,134.99
NJ,1984,4,138.28
NJ,1985,1,142.29
NJ,1985,2,148.56
NJ,1985,3,155.07
NJ,1985,4,161.98
NJ,1986,1,168.08
NJ,1986,2,178.20
NJ,1986,3,189.31
NJ,1986,4,199.21
NJ,1987,1,210.27
NJ,1987,2,221.42
NJ,1987,3,230.12
NJ,1987,4,235.44
NJ,1988,1,240.52
NJ,1988,2,246.57
NJ,1988,3,247.32
NJ,1988,4,246.47
NJ,1989,1,246.02
NJ,1989,2,245.46
NJ,1989,3,246.75
NJ,1989,4,247.50
NJ,1990,1,244.40
NJ,1990,2,239.17
NJ,1990,3,235.90
NJ,1990,4,231.99
NJ,1991,1,230.90
NJ,1991,2,229.25
NJ,1991,3,227.91
NJ,1991,4,230.55
NJ,1992,1,232.42
NJ,1992,2,230.48
NJ,1992,3,232.32
NJ,1992,4,233.71
NJ,1993,1,233.58
NJ,1993,2,235.21
NJ,1993,3,235.77
NJ,1993,4,237.25
NJ,1994,1,237.86
NJ,1994,2,235.74
NJ,1994,3,233.55
NJ,1994,4,230.79
NJ,1995,1,230.63
NJ,1995,2,233.19
NJ,1995,3,237.14
NJ,1995,4,237.71
NJ,1996,1,240.87
NJ,1996,2,238.97
NJ,1996,3,238.46
NJ,1996,4,238.33
NJ,1997,1,240.14
NJ,1997,2,241.01
NJ,1997,3,243.74
NJ,1997,4,246.17
NJ,1998,1,250.66
NJ,1998,2,251.56
NJ,1998,3,254.19
NJ,1998,4,256.08
NJ,1999,1,259.18
NJ,1999,2,262.80
NJ,1999,3,269.33
NJ,1999,4,272.17
NJ,2000,1,279.32
NJ,2000,2,285.97
NJ,2000,3,294.42
NJ,2000,4,298.88
NJ,2001,1,305.67
NJ,2001,2,314.36
NJ,2001,3,323.44
NJ,2001,4,329.86
NJ,2002,1,339.38
NJ,2002,2,352.05
NJ,2002,3,363.77
NJ,2002,4,372.20
NJ,2003,1,379.08
NJ,2003,2,385.74
NJ,2003,3,397.46
NJ,2003,4,417.62
NJ,2004,1,426.28
NJ,2004,2,439.69
NJ,2004,3,469.22
NJ,2004,4,481.16
NJ,2005,1,495.57
NJ,2005,2,517.08
NJ,2005,3,536.92
NJ,2005,4,553.27
NJ,2006,1,563.98
NJ,2006,2,570.50
NJ,2006,3,573.90
NJ,2006,4,576.82
NJ,2007,1,577.70
NJ,2007,2,574.09
NJ,2007,3,566.99
NJ,2007,4,564.52
NJ,2008,1,560.77
NJ,2008,2,544.72
NJ,2008,3,529.19
NJ,2008,4,523.60
NJ,2009,1,522.14
NJ,2009,2,505.27
NJ,2009,3,492.59
NJ,2009,4,488.84
NJ,2010,1,486.11
NJ,2010,2,482.41
NJ,2010,3,485.67
NJ,2010,4,484.65
NJ,2011,1,473.18
NJ,2011,2,463.70
NJ,2011,3,462.22
NJ,2011,4,462.37
NJ,2012,1,456.00
NJ,2012,2,449.89
NJ,2012,3,452.44
NJ,2012,4,453.43
NJ,2013,1,453.33
NJ,2013,2,454.11
NJ,2013,3,454.54
NJ,2013,4,455.52
NJ,2014,1,457.97
NJ,2014,2,462.90
NJ,2014,3,467.28
NJ,2014,4,469.27
NJ,2015,1,473.29
NJ,2015,2,476.89
NJ,2015,3,477.75
NJ,2015,4,478.48
NJ,2016,1,481.31
NJ,2016,2,487.17
NJ,2016,3,491.98
NJ,2016,4,493.67
NJ,2017,1,488.58
NJ,2017,2,496.56
NJ,2017,3,503.18
NJ,2017,4,504.33
NJ,2018,1,507.49
NJ,2018,2,511.97
NJ,2018,3,515.62
NJ,2018,4,516.21
NJ,2019,1,520.29
NJ,2019,2,528.21
NJ,2019,3,536.17
NJ,2019,4,539.86
NJ,2020,1,544.64
NJ,2020,2,549.90
NJ,2020,3,559.52
NJ,2020,4,571.39
NJ,2021,1,585.41
NJ,2021,2,613.39
NJ,2021,3,643.27
NJ,2021,4,664.06
NJ,2022,1,684.76
NJ,2022,2,730.77
NJ,2022,3,744.69
NJ,2022,4,746.32
NJ,2023,1,752.14
NJ,2023,2,785.35
NJ,2023,3,808.70
NJ,2023,4,822.83
NJ,2024,1,836.48
NJ,2024,2,864.88
NM,1975,1,57.18
NM,1975,2,58.10
NM,1975,3,59.08
NM,1975,4,55.59
NM,1976,1,59.24
NM,1976,2,61.34
NM,1976,3,63.78
NM,1976,4,65.50
NM,1977,1,70.14
NM,1977,2,69.89
NM,1977,3,72.85
NM,1977,4,76.19
NM,1978,1,76.63
NM,1978,2,78.05
NM,1978,3,81.28
NM,1978,4,83.70
NM,1979,1,89.18
NM,1979,2,91.90
NM,1979,3,93.68
NM,1979,4,95.17
NM,1980,1,100.00
NM,1980,2,97.93
NM,1980,3,99.11
NM,1980,4,104.92
NM,1981,1,100.98
NM,1981,2,110.89
NM,1981,3,113.53
NM,1981,4,117.64
NM,1982,1,105.77
NM,1982,2,116.43
NM,1982,3,129.54
NM,1982,4,123.35
NM,1983,1,128.48
NM,1983,2,121.41
NM,1983,3,123.10
NM,1983,4,125.17
NM,1984,1,123.66
NM,1984,2,120.75
NM,1984,3,125.26
NM,1984,4,126.64
NM,1985,1,126.41
NM,1985,2,126.05
NM,1985,3,128.08
NM,1985,4,127.92
NM,1986,1,129.90
NM,1986,2,132.55
NM,1986,3,132.11
NM,1986,4,132.70
NM,1987,1,134.70
NM,1987,2,133.33
NM,1987,3,131.83
NM,1987,4,130.54
NM,1988,1,130.48
NM,1988,2,129.94
NM,1988,3,131.07
NM,1988,4,129.62
NM,1989,1,130.13
NM,1989,2,130.86
NM,1989,3,132.91
NM,1989,4,134.90
NM,1990,1,131.85
NM,1990,2,133.09
NM,1990,3,134.34
NM,1990,4,134.87
NM,1991,1,135.90
NM,1991,2,137.30
NM,1991,3,138.08
NM,1991,4,140.19
NM,1992,1,143.72
NM,1992,2,144.54
NM,1992,3,145.37
NM,1992,4,147.74
NM,1993,1,149.67
NM,1993,2,153.22
NM,1993,3,156.19
NM,1993,4,159.01
NM,1994,1,163.79
NM,1994,2,168.98
NM,1994,3,172.70
NM,1994,4,175.16
NM,1995,1,176.50
NM,1995,2,180.94
NM,1995,3,184.32
NM,1995,4,185.68
NM,1996,1,186.94
NM,1996,2,186.60
NM,1996,3,186.17
NM,1996,4,187.10
NM,1997,1,188.63
NM,1997,2,189.57
NM,1997,3,190.52
NM,1997,4,192.69
NM,1998,1,193.82
NM,1998,2,193.58
NM,1998,3,195.19
NM,1998,4,197.34
NM,1999,1,197.43
NM,1999,2,197.24
NM,1999,3,196.81
NM,1999,4,197.60
NM,2000,1,198.14
NM,2000,2,198.85
NM,2000,3,200.25
NM,2000,4,201.23
NM,2001,1,206.08
NM,2001,2,207.72
NM,2001,3,208.93
NM,2001,4,210.38
NM,2002,1,211.63
NM,2002,2,214.53
NM,2002,3,217.71
NM,2002,4,219.74
NM,2003,1,222.45
NM,2003,2,225.03
NM,2003,3,227.67
NM,2003,4,232.57
NM,2004,1,235.15
NM,2004,2,240.36
NM,2004,3,246.39
NM,2004,4,251.34
NM,2005,1,256.64
NM,2005,2,267.94
NM,2005,3,278.15
NM,2005,4,286.37
NM,2006,1,294.97
NM,2006,2,305.59
NM,2006,3,313.13
NM,2006,4,320.35
NM,2007,1,325.27
NM,2007,2,327.74
NM,2007,3,328.53
NM,2007,4,329.92
NM,2008,1,330.99
NM,2008,2,327.11
NM,2008,3,319.07
NM,2008,4,318.42
NM,2009,1,321.32
NM,2009,2,312.70
NM,2009,3,306.45
NM,2009,4,303.76
NM,2010,1,303.20
NM,2010,2,297.97
NM,2010,3,299.62
NM,2010,4,296.72
NM,2011,1,289.17
NM,2011,2,283.76
NM,2011,3,284.85
NM,2011,4,286.00
NM,2012,1,281.03
NM,2012,2,279.05
NM,2012,3,281.35
NM,2012,4,281.57
NM,2013,1,282.92
NM,2013,2,282.66
NM,2013,3,282.38
NM,2013,4,283.71
NM,2014,1,282.41
NM,2014,2,284.58
NM,2014,3,287.22
NM,2014,4,287.80
NM,2015,1,288.99
NM,2015,2,289.94
NM,2015,3,293.26
NM,2015,4,292.17
NM,2016,1,294.00
NM,2016,2,298.92
NM,2016,3,300.37
NM,2016,4,305.01
NM,2017,1,303.86
NM,2017,2,306.59
NM,2017,3,311.99
NM,2017,4,312.96
NM,2018,1,314.71
NM,2018,2,319.66
NM,2018,3,322.51
NM,2018,4,324.81
NM,2019,1,326.98
NM,2019,2,334.76
NM,2019,3,340.32
NM,2019,4,343.06
NM,2020,1,348.33
NM,2020,2,352.24
NM,2020,3,359.45
NM,2020,4,367.10
NM,2021,1,377.50
NM,2021,2,393.04
NM,2021,3,415.38
NM,2021,4,429.73
NM,2022,1,443.48
NM,2022,2,466.79
NM,2022,3,478.82
NM,2022,4,483.92
NM,2023,1,485.77
NM,2023,2,497.76
NM,2023,3,512.87
NM,2023,4,509.43
NM,2024,1,519.51
NM,2024,2,527.32
NV,1975,1,53.71
NV,1975,2,48.23
NV,1975,3,55.13
NV,1975,4,53.39
NV,1976,1,39.27
NV,1976,2,57.44
NV,1976,3,61.96
NV,1976,4,62.95
NV,1977,1,60.97
NV,1977,2,63.47
NV,1977,3,73.24
NV,1977,4,78.99
NV,1978,1,79.74
NV,1978,2,81.99
NV,1978,3,90.51
NV,1978,4,91.38
NV,1979,1,93.55
NV,1979,2,100.65
NV,1979,3,102.14
NV,1979,4,92.48
NV,1980,1,100.00
NV,1980,2,104.18
NV,1980,3,108.08
NV,1980,4,103.32
NV,1981,1,110.63
NV,1981,2,119.14
NV,1981,3,118.51
NV,1981,4,117.76
NV,1982,1,122.16
NV,1982,2,122.98
NV,1982,3,122.56
NV,1982,4,125.33
NV,1983,1,121.41
NV,1983,2,121.28
NV,1983,3,122.59
NV,1983,4,116.77
NV,1984,1,122.95
NV,1984,2,120.67
NV,1984,3,115.90
NV,1984,4,119.27
NV,1985,1,120.71
NV,1985,2,118.95
NV,1985,3,120.88
NV,1985,4,122.06
NV,1986,1,124.47
NV,1986,2,126.74
NV,1986,3,127.14
NV,1986,4,126.51
NV,1987,1,129.53
NV,1987,2,129.05
NV,1987,3,128.87
NV,1987,4,127.68
NV,1988,1,129.00
NV,1988,2,129.97
NV,1988,3,131.70
NV,1988,4,133.42
NV,1989,1,133.43
NV,1989,2,135.93
NV,1989,3,139.45
NV,1989,4,141.41
NV,1990,1,144.03
NV,1990,2,146.43
NV,1990,3,150.20
NV,1990,4,151.76
NV,1991,1,155.15
NV,1991,2,156.13
NV,1991,3,156.86
NV,1991,4,160.59
NV,1992,1,161.79
NV,1992,2,161.31
NV,1992,3,164.19
NV,1992,4,165.18
NV,1993,1,165.12
NV,1993,2,166.50
NV,1993,3,167.76
NV,1993,4,168.66
NV,1994,1,168.91
NV,1994,2,169.69
NV,1994,3,170.29
NV,1994,4,170.00
NV,1995,1,171.30
NV,1995,2,175.11
NV,1995,3,177.66
NV,1995,4,178.93
NV,1996,1,180.90
NV,1996,2,180.22
NV,1996,3,180.04
NV,1996,4,182.11
NV,1997,1,183.15
NV,1997,2,183.38
NV,1997,3,186.03
NV,1997,4,187.30
NV,1998,1,189.76
NV,1998,2,189.88
NV,1998,3,190.73
NV,1998,4,192.06
NV,1999,1,192.50
NV,1999,2,192.23
NV,1999,3,193.55
NV,1999,4,193.81
NV,2000,1,195.51
NV,2000,2,198.00
NV,2000,3,199.83
NV,2000,4,202.74
NV,2001,1,207.24
NV,2001,2,209.89
NV,2001,3,213.78
NV,2001,4,216.49
NV,2002,1,219.62
NV,2002,2,223.21
NV,2002,3,228.07
NV,2002,4,230.66
NV,2003,1,234.78
NV,2003,2,239.44
NV,2003,3,246.32
NV,2003,4,261.02
NV,2004,1,274.83
NV,2004,2,299.87
NV,2004,3,338.08
NV,2004,4,351.06
NV,2005,1,365.03
NV,2005,2,384.45
NV,2005,3,398.11
NV,2005,4,412.74
NV,2006,1,422.02
NV,2006,2,422.87
NV,2006,3,424.28
NV,2006,4,423.04
NV,2007,1,420.31
NV,2007,2,411.64
NV,2007,3,397.85
NV,2007,4,387.47
NV,2008,1,366.14
NV,2008,2,336.66
NV,2008,3,302.90
NV,2008,4,286.96
NV,2009,1,284.98
NV,2009,2,264.66
NV,2009,3,246.29
NV,2009,4,238.89
NV,2010,1,229.72
NV,2010,2,221.74
NV,2010,3,223.20
NV,2010,4,217.28
NV,2011,1,205.39
NV,2011,2,191.51
NV,2011,3,190.17
NV,2011,4,190.49
NV,2012,1,188.95
NV,2012,2,187.90
NV,2012,3,192.74
NV,2012,4,198.01
NV,2013,1,204.46
NV,2013,2,217.14
NV,2013,3,230.75
NV,2013,4,240.89
NV,2014,1,246.70
NV,2014,2,254.60
NV,2014,3,264.13
NV,2014,4,268.50
NV,2015,1,273.25
NV,2015,2,282.38
NV,2015,3,290.60
NV,2015,4,298.11
NV,2016,1,300.92
NV,2016,2,308.78
NV,2016,3,317.80
NV,2016,4,322.19
NV,2017,1,326.21
NV,2017,2,337.15
NV,2017,3,347.23
NV,2017,4,356.57
NV,2018,1,368.05
NV,2018,2,383.09
NV,2018,3,395.16
NV,2018,4,401.05
NV,2019,1,403.58
NV,2019,2,409.68
NV,2019,3,413.80
NV,2019,4,416.20
NV,2020,1,420.64
NV,2020,2,425.93
NV,2020,3,432.11
NV,2020,4,441.96
NV,2021,1,457.81
NV,2021,2,487.57
NV,2021,3,525.15
NV,2021,4,548.11
NV,2022,1,570.35
NV,2022,2,610.61
NV,2022,3,610.53
NV,2022,4,593.17
NV,2023,1,583.69
NV,2023,2,591.79
NV,2023,3,604.05
NV,2023,4,604.59
NV,2024,1,618.74
NV,2024,2,631.59
NY,1975,1,78.36
NY,1975,2,75.97
NY,1975,3,77.79
NY,1975,4,79.67
NY,1976,1,73.00
NY,1976,2,74.84
NY,1976,3,75.62
NY,1976,4,73.90
NY,1977,1,77.77
NY,1977,2,82.98
NY,1977,3,82.56
NY,1977,4,84.74
NY,1978,1,83.46
NY,1978,2,87.54
NY,1978,3,84.06
NY,1978,4,83.86
NY,1979,1,96.84
NY,1979,2,95.88
NY,1979,3,94.85
NY,1979,4,98.26
NY,1980,1,100.00
NY,1980,2,107.19
NY,1980,3,115.01
NY,1980,4,111.32
NY,1981,1,112.19
NY,1981,2,108.36
NY,1981,3,115.70
NY,1981,4,114.38
NY,1982,1,123.38
NY,1982,2,125.26
NY,1982,3,122.40
NY,1982,4,126.46
NY,1983,1,128.73
NY,1983,2,132.79
NY,1983,3,138.23
NY,1983,4,147.20
NY,1984,1,150.66
NY,1984,2,156.66
NY,1984,3,162.17
NY,1984,4,169.15
NY,1985,1,176.18
NY,1985,2,184.54
NY,1985,3,190.91
NY,1985,4,198.44
NY,1986,1,206.30
NY,1986,2,217.16
NY,1986,3,227.02
NY,1986,4,237.19
NY,1987,1,246.64
NY,1987,2,255.28
NY,1987,3,266.92
NY,1987,4,270.90
NY,1988,1,277.20
NY,1988,2,280.73
NY,1988,3,282.81
NY,1988,4,283.63
NY,1989,1,283.43
NY,1989,2,282.92
NY,1989,3,285.91
NY,1989,4,286.59
NY,1990,1,286.53
NY,1990,2,283.33
NY,1990,3,281.68
NY,1990,4,278.72
NY,1991,1,278.31
NY,1991,2,280.16
NY,1991,3,279.25
NY,1991,4,281.55
NY,1992,1,286.81
NY,1992,2,282.83
NY,1992,3,285.97
NY,1992,4,288.02
NY,1993,1,282.68
NY,1993,2,289.37
NY,1993,3,288.45
NY,1993,4,289.60
NY,1994,1,286.23
NY,1994,2,282.37
NY,1994,3,280.88
NY,1994,4,275.67
NY,1995,1,274.33
NY,1995,2,279.13
NY,1995,3,283.75
NY,1995,4,282.83
NY,1996,1,287.58
NY,1996,2,285.92
NY,1996,3,283.85
NY,1996,4,283.54
NY,1997,1,283.65
NY,1997,2,286.99
NY,1997,3,289.49
NY,1997,4,292.39
NY,1998,1,298.94
NY,1998,2,301.19
NY,1998,3,303.52
NY,1998,4,307.64
NY,1999,1,309.97
NY,1999,2,315.67
NY,1999,3,324.62
NY,1999,4,330.71
NY,2000,1,335.42
NY,2000,2,345.50
NY,2000,3,355.60
NY,2000,4,361.02
NY,2001,1,369.16
NY,2001,2,377.36
NY,2001,3,387.74
NY,2001,4,394.58
NY,2002,1,404.19
NY,2002,2,416.97
NY,2002,3,429.64
NY,2002,4,438.94
NY,2003,1,448.73
NY,2003,2,459.66
NY,2003,3,466.74
NY,2003,4,488.64
NY,2004,1,498.91
NY,2004,2,513.58
NY,2004,3,538.56
NY,2004,4,552.04
NY,2005,1,566.77
NY,2005,2,585.60
NY,2005,3,604.80
NY,2005,4,618.55
NY,2006,1,629.67
NY,2006,2,631.45
NY,2006,3,630.78
NY,2006,4,639.02
NY,2007,1,642.12
NY,2007,2,639.95
NY,2007,3,630.71
NY,2007,4,632.65
NY,2008,1,636.03
NY,2008,2,624.00
NY,2008,3,607.75
NY,2008,4,601.99
NY,2009,1,609.12
NY,2009,2,595.97
NY,2009,3,581.95
NY,2009,4,576.72
NY,2010,1,573.02
NY,2010,2,569.38
NY,2010,3,577.42
NY,2010,4,577.26
NY,2011,1,568.57
NY,2011,2,560.49
NY,2011,3,557.95
NY,2011,4,562.25
NY,2012,1,558.01
NY,2012,2,552.22
NY,2012,3,554.08
NY,2012,4,555.85
NY,2013,1,556.60
NY,2013,2,558.00
NY,2013,3,560.72
NY,2013,4,559.69
NY,2014,1,560.12
NY,2014,2,565.71
NY,2014,3,573.83
NY,2014,4,577.12
NY,2015,1,582.64
NY,2015,2,587.32
NY,2015,3,592.19
NY,2015,4,593.10
NY,2016,1,596.17
NY,2016,2,605.74
NY,2016,3,613.93
NY,2016,4,619.38
NY,2017,1,620.90
NY,2017,2,630.81
NY,2017,3,643.38
NY,2017,4,649.28
NY,2018,1,656.30
NY,2018,2,664.12
NY,2018,3,674.84
NY,2018,4,675.29
NY,2019,1,680.86
NY,2019,2,691.88
NY,2019,3,702.02
NY,2019,4,709.48
NY,2020,1,716.07
NY,2020,2,722.00
NY,2020,3,733.81
NY,2020,4,749.81
NY,2021,1,767.53
NY,2021,2,795.17
NY,2021,3,835.06
NY,2021,4,854.34
NY,2022,1,876.09
NY,2022,2,926.58
NY,2022,3,947.28
NY,2022,4,942.89
NY,2023,1,944.05
NY,2023,2,980.61
NY,2023,3,1012.36
NY,2023,4,1015.58
NY,2024,1,1024.37
NY,2024,2,1063.33
OH,1975,1,65.13
OH,1975,2,64.81
OH,1975,3,64.45
OH,1975,4,66.01
OH,1976,1,66.56
OH,1976,2,68.68
OH,1976,3,71.12
OH,1976,4,72.46
OH,1977,1,73.18
OH,1977,2,75.30
OH,1977,3,78.93
OH,1977,4,81.19
OH,1978,1,83.30
OH,1978,2,86.49
OH,1978,3,89.09
OH,1978,4,91.46
OH,1979,1,95.76
OH,1979,2,98.59
OH,1979,3,99.24
OH,1979,4,100.79
OH,1980,1,100.00
OH,1980,2,99.75
OH,1980,3,102.10
OH,1980,4,103.52
OH,1981,1,103.33
