State,Year,Quarter,HPI
AK,1975,1,61.66
AK,1975,2,63.79
AK,1975,3,67.47
AK,1975,4,68.86
AK,1976,1,70.27
AK,1976,2,69.61
AK,1976,3,74.93
AK,1976,4,72.16
AK,1977,1,78.91
AK,1977,2,79.82
AK,1977,3,81.84
AK,1977,4,79.25
AK,1978,1,78.94
AK,1978,2,86.15
AK,1978,3,87.59
AK,1978,4,86.92
AK,1979,1,88.91
AK,1979,2,99.15
AK,1979,3,93.79
AK,1979,4,95.34
AK,1980,1,100.00
AK,1980,2,82.42
AK,1980,3,73.81
AK,1980,4,94.41
AK,1981,1,89.33
AK,1981,2,108.08
AK,1981,3,115.84
AK,1981,4,128.56
AK,1982,1,135.70
AK,1982,2,130.00
AK,1982,3,140.12
AK,1982,4,136.15
AK,1983,1,138.13
AK,1983,2,139.57
AK,1983,3,145.53
AK,1983,4,145.23
AK,1984,1,149.34
AK,1984,2,147.08
AK,1984,3,153.62
AK,1984,4,151.54
AK,1985,1,143.97
AK,1985,2,144.43
AK,1985,3,145.12
AK,1985,4,140.96
AK,1986,1,141.76
AK,1986,2,144.36
AK,1986,3,139.72
AK,1986,4,136.47
AK,1987,1,132.97
AK,1987,2,123.54
AK,1987,3,115.48
AK,1987,4,104.56
AK,1988,1,120.69
AK,1988,2,114.69
AK,1988,3,125.68
AK,1988,4,131.40
AK,1989,1,127.95
AK,1989,2,103.77
AK,1989,3,103.48
AK,1989,4,101.51
AK,1990,1,98.26
AK,1990,2,111.79
AK,1990,3,121.37
AK,1990,4,119.42
AK,1991,1,123.67
AK,1991,2,126.62
AK,1991,3,130.56
AK,1991,4,130.70
AK,1992,1,132.52
AK,1992,2,133.69
AK,1992,3,134.44
AK,1992,4,134.91
AK,1993,1,134.75
AK,1993,2,135.25
AK,1993,3,137.71
AK,1993,4,138.51
AK,1994,1,139.64
AK,1994,2,142.94
AK,1994,3,144.56
AK,1994,4,143.84
AK,1995,1,145.94
AK,1995,2,148.50
AK,1995,3,150.00
AK,1995,4,150.52
AK,1996,1,152.95
AK,1996,2,155.36
AK,1996,3,155.91
AK,1996,4,157.91
AK,1997,1,157.69
AK,1997,2,158.93
AK,1997,3,160.26
AK,1997,4,162.26
AK,1998,1,162.08
AK,1998,2,164.81
AK,1998,3,166.33
AK,1998,4,166.05
AK,1999,1,167.95
AK,1999,2,171.57
AK,1999,3,171.28
AK,1999,4,171.33
AK,2000,1,171.06
AK,2000,2,173.42
AK,2000,3,174.58
AK,2000,4,174.99
AK,2001,1,178.09
AK,2001,2,181.69
AK,2001,3,184.31
AK,2001,4,184.68
AK,2002,1,187.45
AK,2002,2,192.85
AK,2002,3,194.10
AK,2002,4,193.63
AK,2003,1,194.96
AK,2003,2,198.03
AK,2003,3,202.59
AK,2003,4,210.48
AK,2004,1,211.66
AK,2004,2,216.87
AK,2004,3,228.08
AK,2004,4,230.37
AK,2005,1,235.97
AK,2005,2,244.77
AK,2005,3,253.73
AK,2005,4,261.31
AK,2006,1,265.74
AK,2006,2,271.99
AK,2006,3,277.39
AK,2006,4,278.95
AK,2007,1,282.77
AK,2007,2,285.58
AK,2007,3,284.62
AK,2007,4,284.05
AK,2008,1,283.82
AK,2008,2,284.35
AK,2008,3,280.84
AK,2008,4,283.18
AK,2009,1,284.03
AK,2009,2,281.12
AK,2009,3,280.04
AK,2009,4,281.43
AK,2010,1,277.19
AK,2010,2,279.50
AK,2010,3,281.36
AK,2010,4,282.10
AK,2011,1,281.65
AK,2011,2,281.21
AK,2011,3,282.22
AK,2011,4,284.17
AK,2012,1,282.31
AK,2012,2,281.33
AK,2012,3,284.36
AK,2012,4,286.54
AK,2013,1,289.94
AK,2013,2,290.52
AK,2013,3,293.05
AK,2013,4,294.38
AK,2014,1,291.88
AK,2014,2,298.04
AK,2014,3,301.48
AK,2014,4,300.89
AK,2015,1,303.70
AK,2015,2,306.67
AK,2015,3,310.38
AK,2015,4,310.68
AK,2016,1,311.79
AK,2016,2,313.96
AK,2016,3,315.95
AK,2016,4,313.71
AK,2017,1,315.49
AK,2017,2,316.18
AK,2017,3,319.87
AK,2017,4,320.32
AK,2018,1,319.53
AK,2018,2,321.68
AK,2018,3,322.31
AK,2018,4,321.44
AK,2019,1,324.45
AK,2019,2,328.48
AK,2019,3,330.75
AK,2019,4,330.37
AK,2020,1,334.29
AK,2020,2,337.46
AK,2020,3,341.75
AK,2020,4,344.63
AK,2021,1,348.29
AK,2021,2,361.32
AK,2021,3,377.99
AK,2021,4,383.44
AK,2022,1,393.78
AK,2022,2,416.06
AK,2022,3,420.30
AK,2022,4,414.79
AK,2023,1,426.80
AK,2023,2,439.20
AK,2023,3,444.44
AK,2023,4,433.41
AK,2024,1,447.13
AK,2024,2,463.19
AL,1975,1,75.11
AL,1975,2,72.12
AL,1975,3,74.51
AL,1975,4,71.46
AL,1976,1,76.92
AL,1976,2,74.07
AL,1976,3,77.04
AL,1976,4,79.51
AL,1977,1,81.11
AL,1977,2,83.38
AL,1977,3,88.36
AL,1977,4,89.05
AL,1978,1,88.47
AL,1978,2,88.43
AL,1978,3,96.56
AL,1978,4,96.29
AL,1979,1,99.39
AL,1979,2,100.01
AL,1979,3,101.38
AL,1979,4,107.66
AL,1980,1,100.00
AL,1980,2,103.08
AL,1980,3,109.75
AL,1980,4,108.69
AL,1981,1,105.30
AL,1981,2,108.79
AL,1981,3,112.30
AL,1981,4,106.24
AL,1982,1,108.97
AL,1982,2,106.89
AL,1982,3,107.48
AL,1982,4,115.34
AL,1983,1,114.74
AL,1983,2,114.33
AL,1983,3,116.66
AL,1983,4,113.64
AL,1984,1,123.40
AL,1984,2,119.94
AL,1984,3,124.63
AL,1984,4,121.03
AL,1985,1,121.21
AL,1985,2,124.41
AL,1985,3,127.16
AL,1985,4,127.98
AL,1986,1,129.32
AL,1986,2,131.69
AL,1986,3,133.15
AL,1986,4,135.74
AL,1987,1,137.87
AL,1987,2,138.91
AL,1987,3,139.48
AL,1987,4,138.13
AL,1988,1,141.78
AL,1988,2,142.87
AL,1988,3,142.53
AL,1988,4,141.08
AL,1989,1,141.30
AL,1989,2,143.17
AL,1989,3,145.31
AL,1989,4,146.37
AL,1990,1,145.28
AL,1990,2,146.47
AL,1990,3,147.12
AL,1990,4,147.23
AL,1991,1,148.51
AL,1991,2,150.69
AL,1991,3,151.53
AL,1991,4,154.01
AL,1992,1,155.26
AL,1992,2,155.43
AL,1992,3,158.37
AL,1992,4,159.72
AL,1993,1,160.79
AL,1993,2,162.55
AL,1993,3,165.43
AL,1993,4,166.89
AL,1994,1,167.98
AL,1994,2,170.01
AL,1994,3,170.73
AL,1994,4,170.84
AL,1995,1,172.43
AL,1995,2,175.85
AL,1995,3,178.62
AL,1995,4,179.99
AL,1996,1,183.15
AL,1996,2,183.14
AL,1996,3,183.48
AL,1996,4,185.64
AL,1997,1,187.73
AL,1997,2,189.01
AL,1997,3,191.91
AL,1997,4,194.38
AL,1998,1,197.61
AL,1998,2,199.12
AL,1998,3,201.29
AL,1998,4,203.79
AL,1999,1,204.46
AL,1999,2,205.31
AL,1999,3,205.66
AL,1999,4,207.28
AL,2000,1,207.98
AL,2000,2,209.73
AL,2000,3,211.40
AL,2000,4,214.08
AL,2001,1,220.31
AL,2001,2,221.24
AL,2001,3,222.83
AL,2001,4,225.35
AL,2002,1,225.73
AL,2002,2,226.90
AL,2002,3,230.25
AL,2002,4,232.95
AL,2003,1,235.31
AL,2003,2,237.39
AL,2003,3,239.01
AL,2003,4,240.56
AL,2004,1,242.81
AL,2004,2,244.37
AL,2004,3,248.87
AL,2004,4,252.53
AL,2005,1,255.92
AL,2005,2,262.00
AL,2005,3,267.48
AL,2005,4,272.96
AL,2006,1,278.38
AL,2006,2,283.02
AL,2006,3,287.56
AL,2006,4,293.05
AL,2007,1,294.99
AL,2007,2,299.08
AL,2007,3,299.81
AL,2007,4,302.07
AL,2008,1,304.00
AL,2008,2,302.80
AL,2008,3,300.51
AL,2008,4,302.06
AL,2009,1,304.24
AL,2009,2,300.96
AL,2009,3,293.84
AL,2009,4,292.91
AL,2010,1,288.75
AL,2010,2,284.39
AL,2010,3,288.24
AL,2010,4,285.81
AL,2011,1,278.31
AL,2011,2,274.59
AL,2011,3,276.72
AL,2011,4,278.87
AL,2012,1,275.96
AL,2012,2,274.07
AL,2012,3,275.98
AL,2012,4,276.49
AL,2013,1,273.69
AL,2013,2,274.34
AL,2013,3,273.80
AL,2013,4,272.73
AL,2014,1,274.37
AL,2014,2,275.08
AL,2014,3,278.14
AL,2014,4,279.47
AL,2015,1,282.48
AL,2015,2,283.18
AL,2015,3,284.94
AL,2015,4,286.70
AL,2016,1,287.48
AL,2016,2,291.56
AL,2016,3,296.04
AL,2016,4,295.10
AL,2017,1,296.68
AL,2017,2,300.30
AL,2017,3,303.15
AL,2017,4,305.06
AL,2018,1,308.45
AL,2018,2,313.02
AL,2018,3,316.10
AL,2018,4,316.62
AL,2019,1,322.48
AL,2019,2,326.98
AL,2019,3,331.83
AL,2019,4,335.63
AL,2020,1,339.54
AL,2020,2,344.45
AL,2020,3,351.07
AL,2020,4,358.46
AL,2021,1,365.87
AL,2021,2,383.08
AL,2021,3,404.70
AL,2021,4,421.19
AL,2022,1,433.57
AL,2022,2,458.10
AL,2022,3,471.89
AL,2022,4,472.20
AL,2023,1,479.47
AL,2023,2,486.99
AL,2023,3,499.36
AL,2023,4,499.70
AL,2024,1,503.87
AL,2024,2,516.68
AR,1975,1,66.54
AR,1975,2,60.25
AR,1975,3,64.90
AR,1975,4,62.82
AR,1976,1,66.91
AR,1976,2,68.57
AR,1976,3,70.96
AR,1976,4,72.11
AR,1977,1,72.86
AR,1977,2,74.84
AR,1977,3,78.24
AR,1977,4,80.90
AR,1978,1,80.87
AR,1978,2,83.44
AR,1978,3,86.08
AR,1978,4,86.13
AR,1979,1,91.63
AR,1979,2,94.69
AR,1979,3,99.25
AR,1979,4,101.41
AR,1980,1,100.00
AR,1980,2,100.80
AR,1980,3,106.57
AR,1980,4,108.66
AR,1981,1,109.50
AR,1981,2,106.26
AR,1981,3,108.91
AR,1981,4,103.15
AR,1982,1,102.49
AR,1982,2,105.90
AR,1982,3,110.76
AR,1982,4,108.38
AR,1983,1,113.01
AR,1983,2,116.18
AR,1983,3,117.85
AR,1983,4,118.05
AR,1984,1,120.12
AR,1984,2,118.67
AR,1984,3,119.30
AR,1984,4,120.78
AR,1985,1,120.93
AR,1985,2,119.65
AR,1985,3,123.76
AR,1985,4,124.11
AR,1986,1,125.34
AR,1986,2,128.38
AR,1986,3,126.40
AR,1986,4,128.05
AR,1987,1,128.86
AR,1987,2,130.38
AR,1987,3,127.39
AR,1987,4,123.85
AR,1988,1,126.12
AR,1988,2,127.21
AR,1988,3,126.49
AR,1988,4,125.89
AR,1989,1,126.89
AR,1989,2,126.60
AR,1989,3,127.75
AR,1989,4,126.83
AR,1990,1,127.52
AR,1990,2,127.70
AR,1990,3,128.45
AR,1990,4,127.91
AR,1991,1,129.27
AR,1991,2,129.89
AR,1991,3,131.08
AR,1991,4,133.32
AR,1992,1,134.41
AR,1992,2,133.76
AR,1992,3,136.11
AR,1992,4,136.75
AR,1993,1,137.96
AR,1993,2,140.20
AR,1993,3,142.77
AR,1993,4,144.49
AR,1994,1,147.30
AR,1994,2,148.52
AR,1994,3,150.35
AR,1994,4,151.34
AR,1995,1,152.20
AR,1995,2,156.37
AR,1995,3,158.29
AR,1995,4,159.04
AR,1996,1,161.39
AR,1996,2,161.69
AR,1996,3,161.48
AR,1996,4,163.19
AR,1997,1,164.68
AR,1997,2,166.21
AR,1997,3,167.10
AR,1997,4,169.33
AR,1998,1,171.14
AR,1998,2,171.08
AR,1998,3,173.92
AR,1998,4,175.84
AR,1999,1,176.57
AR,1999,2,176.81
AR,1999,3,177.47
AR,1999,4,178.12
AR,2000,1,178.98
AR,2000,2,180.70
AR,2000,3,181.77
AR,2000,4,184.20
AR,2001,1,188.86
AR,2001,2,189.93
AR,2001,3,191.92
AR,2001,4,193.84
AR,2002,1,194.59
AR,2002,2,195.46
AR,2002,3,198.65
AR,2002,4,201.07
AR,2003,1,202.61
AR,2003,2,203.93
AR,2003,3,206.37
AR,2003,4,209.49
AR,2004,1,212.13
AR,2004,2,215.62
AR,2004,3,219.13
AR,2004,4,222.95
AR,2005,1,226.20
AR,2005,2,231.33
AR,2005,3,236.52
AR,2005,4,239.74
AR,2006,1,243.21
AR,2006,2,246.68
AR,2006,3,249.32
AR,2006,4,251.49
AR,2007,1,253.79
AR,2007,2,255.26
AR,2007,3,255.01
AR,2007,4,256.12
AR,2008,1,255.91
AR,2008,2,255.18
AR,2008,3,252.12
AR,2008,4,253.42
AR,2009,1,255.63
AR,2009,2,252.47
AR,2009,3,248.42
AR,2009,4,247.38
AR,2010,1,244.08
AR,2010,2,244.85
AR,2010,3,245.60
AR,2010,4,244.57
AR,2011,1,240.64
AR,2011,2,238.95
AR,2011,3,241.13
AR,2011,4,242.31
AR,2012,1,241.73
AR,2012,2,239.31
AR,2012,3,242.63
AR,2012,4,244.12
AR,2013,1,244.85
AR,2013,2,245.26
AR,2013,3,245.90
AR,2013,4,245.53
AR,2014,1,246.88
AR,2014,2,246.78
AR,2014,3,249.00
AR,2014,4,251.80
AR,2015,1,251.77
AR,2015,2,252.73
AR,2015,3,256.10
AR,2015,4,258.20
AR,2016,1,256.98
AR,2016,2,260.65
AR,2016,3,263.50
AR,2016,4,264.81
AR,2017,1,267.66
AR,2017,2,268.91
AR,2017,3,271.87
AR,2017,4,274.09
AR,2018,1,276.87
AR,2018,2,279.59
AR,2018,3,282.05
AR,2018,4,284.20
AR,2019,1,286.62
AR,2019,2,289.97
AR,2019,3,293.23
AR,2019,4,295.61
AR,2020,1,297.47
AR,2020,2,300.13
AR,2020,3,304.56
AR,2020,4,312.11
AR,2021,1,317.75
AR,2021,2,333.63
AR,2021,3,352.31
AR,2021,4,367.64
AR,2022,1,378.05
AR,2022,2,401.55
AR,2022,3,415.64
AR,2022,4,415.31
AR,2023,1,422.55
AR,2023,2,434.22
AR,2023,3,441.41
AR,2023,4,443.20
AR,2024,1,447.32
AR,2024,2,455.38
AZ,1975,1,59.85
AZ,1975,2,59.62
AZ,1975,3,59.41
AZ,1975,4,56.28
AZ,1976,1,59.01
AZ,1976,2,62.85
AZ,1976,3,61.21
AZ,1976,4,61.77
AZ,1977,1,63.80
AZ,1977,2,63.96
AZ,1977,3,66.23
AZ,1977,4,70.16
AZ,1978,1,71.33
AZ,1978,2,74.04
AZ,1978,3,78.92
AZ,1978,4,82.91
AZ,1979,1,87.10
AZ,1979,2,92.55
AZ,1979,3,95.45
AZ,1979,4,98.87
AZ,1980,1,100.00
AZ,1980,2,98.53
AZ,1980,3,106.91
AZ,1980,4,107.59
AZ,1981,1,108.67
AZ,1981,2,111.80
AZ,1981,3,115.98
AZ,1981,4,109.72
AZ,1982,1,105.35
AZ,1982,2,109.01
AZ,1982,3,101.45
AZ,1982,4,108.63
AZ,1983,1,118.83
AZ,1983,2,118.90
AZ,1983,3,115.14
AZ,1983,4,112.74
AZ,1984,1,117.45
AZ,1984,2,121.62
AZ,1984,3,122.76
AZ,1984,4,122.41
AZ,1985,1,124.98
AZ,1985,2,125.49
AZ,1985,3,127.10
AZ,1985,4,128.70
AZ,1986,1,131.29
AZ,1986,2,135.22
AZ,1986,3,135.26
AZ,1986,4,132.81
AZ,1987,1,137.62
AZ,1987,2,136.53
AZ,1987,3,135.58
AZ,1987,4,133.43
AZ,1988,1,134.73
AZ,1988,2,136.02
AZ,1988,3,134.00
AZ,1988,4,134.22
AZ,1989,1,133.01
AZ,1989,2,132.43
AZ,1989,3,134.54
AZ,1989,4,133.83
AZ,1990,1,133.56
AZ,1990,2,132.80
AZ,1990,3,133.96
AZ,1990,4,132.64
AZ,1991,1,134.62
AZ,1991,2,135.64
AZ,1991,3,135.08
AZ,1991,4,139.02
AZ,1992,1,139.70
AZ,1992,2,139.44
AZ,1992,3,140.36
AZ,1992,4,141.22
AZ,1993,1,141.34
AZ,1993,2,143.05
AZ,1993,3,144.19
AZ,1993,4,146.11
AZ,1994,1,148.10
AZ,1994,2,150.20
AZ,1994,3,152.16
AZ,1994,4,153.81
AZ,1995,1,155.75
AZ,1995,2,158.61
AZ,1995,3,161.66
AZ,1995,4,163.76
AZ,1996,1,166.30
AZ,1996,2,166.65
AZ,1996,3,168.23
AZ,1996,4,169.64
AZ,1997,1,171.50
AZ,1997,2,172.37
AZ,1997,3,175.41
AZ,1997,4,178.07
AZ,1998,1,180.57
AZ,1998,2,182.06
AZ,1998,3,184.55
AZ,1998,4,186.69
AZ,1999,1,188.54
AZ,1999,2,190.99
AZ,1999,3,193.59
AZ,1999,4,195.51
AZ,2000,1,199.92
AZ,2000,2,202.12
AZ,2000,3,204.82
AZ,2000,4,207.94
AZ,2001,1,212.58
AZ,2001,2,215.87
AZ,2001,3,219.00
AZ,2001,4,221.11
AZ,2002,1,224.11
AZ,2002,2,227.09
AZ,2002,3,230.97
AZ,2002,4,233.64
AZ,2003,1,236.42
AZ,2003,2,238.88
AZ,2003,3,242.57
AZ,2003,4,250.71
AZ,2004,1,255.11
AZ,2004,2,264.23
AZ,2004,3,279.64
AZ,2004,4,291.14
AZ,2005,1,308.79
AZ,2005,2,340.58
AZ,2005,3,369.57
AZ,2005,4,395.24
AZ,2006,1,409.99
AZ,2006,2,418.68
AZ,2006,3,422.30
AZ,2006,4,426.01
AZ,2007,1,424.29
AZ,2007,2,420.59
AZ,2007,3,411.26
AZ,2007,4,404.30
AZ,2008,1,390.96
AZ,2008,2,368.39
AZ,2008,3,341.54
AZ,2008,4,329.42
AZ,2009,1,328.38
AZ,2009,2,304.95
AZ,2009,3,289.26
AZ,2009,4,280.56
AZ,2010,1,272.67
AZ,2010,2,263.19
AZ,2010,3,262.87
AZ,2010,4,256.32
AZ,2011,1,241.87
AZ,2011,2,229.93
AZ,2011,3,231.83
AZ,2011,4,237.04
AZ,2012,1,236.03
AZ,2012,2,238.91
AZ,2012,3,248.64
AZ,2012,4,256.11
AZ,2013,1,262.36
AZ,2013,2,274.21
AZ,2013,3,282.31
AZ,2013,4,290.17
AZ,2014,1,295.76
AZ,2014,2,300.97
AZ,2014,3,304.02
AZ,2014,4,309.14
AZ,2015,1,311.74
AZ,2015,2,318.42
AZ,2015,3,324.84
AZ,2015,4,329.36
AZ,2016,1,333.28
AZ,2016,2,340.22
AZ,2016,3,345.94
AZ,2016,4,351.46
AZ,2017,1,356.64
AZ,2017,2,365.84
AZ,2017,3,373.53
AZ,2017,4,377.91
AZ,2018,1,385.72
AZ,2018,2,393.86
AZ,2018,3,402.95
AZ,2018,4,407.59
AZ,2019,1,412.86
AZ,2019,2,421.06
AZ,2019,3,427.40
AZ,2019,4,434.78
AZ,2020,1,443.49
AZ,2020,2,451.25
AZ,2020,3,462.26
AZ,2020,4,478.56
AZ,2021,1,499.93
AZ,2021,2,539.76
AZ,2021,3,584.54
AZ,2021,4,614.32
AZ,2022,1,643.65
AZ,2022,2,692.58
AZ,2022,3,702.53
AZ,2022,4,678.63
AZ,2023,1,672.72
AZ,2023,2,685.44
AZ,2023,3,700.74
AZ,2023,4,708.08
AZ,2024,1,709.79
AZ,2024,2,723.32
CA,1975,1,41.69
CA,1975,2,42.77
CA,1975,3,44.36
CA,1975,4,45.79
CA,1976,1,47.82
CA,1976,2,50.28
CA,1976,3,53.58
CA,1976,4,55.59
CA,1977,1,58.03
CA,1977,2,63.02
CA,1977,3,67.97
CA,1977,4,70.70
CA,1978,1,73.22
CA,1978,2,75.99
CA,1978,3,78.62
CA,1978,4,81.81
CA,1979,1,84.88
CA,1979,2,88.67
CA,1979,3,93.12
CA,1979,4,96.39
CA,1980,1,100.00
CA,1980,2,102.85
CA,1980,3,106.54
CA,1980,4,108.37
CA,1981,1,110.44
CA,1981,2,112.90
CA,1981,3,116.28
CA,1981,4,117.60
CA,1982,1,104.07
CA,1982,2,107.34
CA,1982,3,104.79
CA,1982,4,115.85
CA,1983,1,116.69
CA,1983,2,117.43
CA,1983,3,117.23
CA,1983,4,117.73
CA,1984,1,119.47
CA,1984,2,120.09
CA,1984,3,121.68
CA,1984,4,122.76
CA,1985,1,124.50
CA,1985,2,126.28
CA,1985,3,129.16
CA,1985,4,130.55
CA,1986,1,132.24
CA,1986,2,134.78
CA,1986,3,137.74
CA,1986,4,141.09
CA,1987,1,144.71
CA,1987,2,148.26
CA,1987,3,152.92
CA,1987,4,157.23
CA,1988,1,163.00
CA,1988,2,169.71
CA,1988,3,177.75
CA,1988,4,187.47
CA,1989,1,196.25
CA,1989,2,205.91
CA,1989,3,217.81
CA,1989,4,224.67
CA,1990,1,227.43
CA,1990,2,228.17
CA,1990,3,230.10
CA,1990,4,228.57
CA,1991,1,228.49
CA,1991,2,227.08
CA,1991,3,227.08
CA,1991,4,228.75
CA,1992,1,227.55
CA,1992,2,225.19
CA,1992,3,224.75
CA,1992,4,222.65
CA,1993,1,219.21
CA,1993,2,217.33
CA,1993,3,215.48
CA,1993,4,214.20
CA,1994,1,212.09
CA,1994,2,206.94
CA,1994,3,203.89
CA,1994,4,201.00
CA,1995,1,199.68
CA,1995,2,201.57
CA,1995,3,203.91
CA,1995,4,203.59
CA,1996,1,203.56
CA,1996,2,200.97
CA,1996,3,200.59
CA,1996,4,201.64
CA,1997,1,202.59
CA,1997,2,204.62
CA,1997,3,208.66
CA,1997,4,212.31
CA,1998,1,216.94
CA,1998,2,221.68
CA,1998,3,227.53
CA,1998,4,231.92
CA,1999,1,235.41
CA,1999,2,239.41
CA,1999,3,244.91
CA,1999,4,250.09
CA,2000,1,260.96
CA,2000,2,267.99
CA,2000,3,276.98
CA,2000,4,285.54
CA,2001,1,296.58
CA,2001,2,305.66
CA,2001,3,312.09
CA,2001,4,316.47
CA,2002,1,324.92
CA,2002,2,335.95
CA,2002,3,348.60
CA,2002,4,358.79
CA,2003,1,367.07
CA,2003,2,373.95
CA,2003,3,386.64
CA,2003,4,411.35
CA,2004,1,424.62
CA,2004,2,451.21
CA,2004,3,497.08
CA,2004,4,516.20
CA,2005,1,538.76
CA,2005,2,570.36
CA,2005,3,598.83
CA,2005,4,625.53
CA,2006,1,638.56
CA,2006,2,644.42
CA,2006,3,646.51
CA,2006,4,642.80
CA,2007,1,634.04
CA,2007,2,623.40
CA,2007,3,600.10
CA,2007,4,575.60
CA,2008,1,543.31
CA,2008,2,498.41
CA,2008,3,460.57
CA,2008,4,444.67
CA,2009,1,440.68
CA,2009,2,420.59
CA,2009,3,411.29
CA,2009,4,412.61
CA,2010,1,409.56
CA,2010,2,408.33
CA,2010,3,410.58
CA,2010,4,406.05
CA,2011,1,391.53
CA,2011,2,385.25
CA,2011,3,386.85
CA,2011,4,385.67
CA,2012,1,381.37
CA,2012,2,382.01
CA,2012,3,390.94
CA,2012,4,399.24
CA,2013,1,407.66
CA,2013,2,426.38
CA,2013,3,447.34
CA,2013,4,462.17
CA,2014,1,471.80
CA,2014,2,484.58
CA,2014,3,494.71
CA,2014,4,500.33
CA,2015,1,505.57
CA,2015,2,516.90
CA,2015,3,530.09
CA,2015,4,537.40
CA,2016,1,544.44
CA,2016,2,554.09
CA,2016,3,566.22
CA,2016,4,573.03
CA,2017,1,578.98
CA,2017,2,591.00
CA,2017,3,602.77
CA,2017,4,611.41
CA,2018,1,621.87
CA,2018,2,633.73
CA,2018,3,641.73
CA,2018,4,641.65
CA,2019,1,645.81
CA,2019,2,652.40
CA,2019,3,659.29
CA,2019,4,663.58
CA,2020,1,669.83
CA,2020,2,677.51
CA,2020,3,685.44
CA,2020,4,699.58
CA,2021,1,719.17
CA,2021,2,761.86
CA,2021,3,801.51
CA,2021,4,834.04
CA,2022,1,868.08
CA,2022,2,921.81
CA,2022,3,916.28
CA,2022,4,893.83
CA,2023,1,891.14
CA,2023,2,913.78
CA,2023,3,927.98
CA,2023,4,930.34
CA,2024,1,942.55
CA,2024,2,959.06
CO,1975,1,54.63
CO,1975,2,54.78
CO,1975,3,55.15
CO,1975,4,54.71
CO,1976,1,55.00
CO,1976,2,59.84
CO,1976,3,59.62
CO,1976,4,62.06
CO,1977,1,64.96
CO,1977,2,65.44
CO,1977,3,68.93
CO,1977,4,72.88
CO,1978,1,75.85
CO,1978,2,79.88
CO,1978,3,83.94
CO,1978,4,87.28
CO,1979,1,91.60
CO,1979,2,94.39
CO,1979,3,97.34
CO,1979,4,99.19
CO,1980,1,100.00
CO,1980,2,102.12
CO,1980,3,106.99
CO,1980,4,106.47
CO,1981,1,106.33
CO,1981,2,108.34
CO,1981,3,114.31
CO,1981,4,110.28
CO,1982,1,119.41
CO,1982,2,120.53
CO,1982,3,122.55
CO,1982,4,126.19
CO,1983,1,125.92
CO,1983,2,124.97
CO,1983,3,126.14
CO,1983,4,121.71
CO,1984,1,125.81
CO,1984,2,125.22
CO,1984,3,125.50
CO,1984,4,123.20
CO,1985,1,126.14
CO,1985,2,125.25
CO,1985,3,126.33
CO,1985,4,123.83
CO,1986,1,128.52
CO,1986,2,129.20
CO,1986,3,128.41
CO,1986,4,127.70
CO,1987,1,129.43
CO,1987,2,127.90
CO,1987,3,125.22
CO,1987,4,124.12
CO,1988,1,125.20
CO,1988,2,124.84
CO,1988,3,123.57
CO,1988,4,123.11
CO,1989,1,123.20
CO,1989,2,124.21
CO,1989,3,126.61
CO,1989,4,126.08
CO,1990,1,126.76
CO,1990,2,127.80
CO,1990,3,128.77
CO,1990,4,129.06
CO,1991,1,130.54
CO,1991,2,132.18
CO,1991,3,133.37
CO,1991,4,135.61
CO,1992,1,137.52
CO,1992,2,140.60
CO,1992,3,143.67
CO,1992,4,146.37
CO,1993,1,149.07
CO,1993,2,152.70
CO,1993,3,157.03
CO,1993,4,160.92
CO,1994,1,165.62
CO,1994,2,173.25
CO,1994,3,177.58
CO,1994,4,179.06
CO,1995,1,182.33
CO,1995,2,185.95
CO,1995,3,189.64
CO,1995,4,192.54
CO,1996,1,194.93
CO,1996,2,197.41
CO,1996,3,199.61
CO,1996,4,202.36
CO,1997,1,204.49
CO,1997,2,207.15
CO,1997,3,210.47
CO,1997,4,213.74
CO,1998,1,216.75
CO,1998,2,219.37
CO,1998,3,223.36
CO,1998,4,226.10
CO,1999,1,230.46
CO,1999,2,237.56
CO,1999,3,245.39
CO,1999,4,249.64
CO,2000,1,259.05
CO,2000,2,265.40
CO,2000,3,272.37
CO,2000,4,278.47
CO,2001,1,286.25
CO,2001,2,292.09
CO,2001,3,297.48
CO,2001,4,299.90
CO,2002,1,303.39
CO,2002,2,306.72
CO,2002,3,311.11
CO,2002,4,313.01
CO,2003,1,313.90
CO,2003,2,315.25
CO,2003,3,316.69
CO,2003,4,320.30
CO,2004,1,322.74
CO,2004,2,325.19
CO,2004,3,329.74
CO,2004,4,332.92
CO,2005,1,336.47
CO,2005,2,341.41
CO,2005,3,346.72
CO,2005,4,350.13
CO,2006,1,351.22
CO,2006,2,353.02
CO,2006,3,354.59
CO,2006,4,357.91
CO,2007,1,358.80
CO,2007,2,359.73
CO,2007,3,357.45
CO,2007,4,358.37
CO,2008,1,360.25
CO,2008,2,358.10
CO,2008,3,351.02
CO,2008,4,352.08
CO,2009,1,358.59
CO,2009,2,352.74
CO,2009,3,344.41
CO,2009,4,343.48
CO,2010,1,339.57
CO,2010,2,335.65
CO,2010,3,339.81
CO,2010,4,338.32
CO,2011,1,329.80
CO,2011,2,323.87
CO,2011,3,327.20
CO,2011,4,330.11
CO,2012,1,328.36
CO,2012,2,329.22
CO,2012,3,334.59
CO,2012,4,337.67
CO,2013,1,341.78
CO,2013,2,348.74
CO,2013,3,357.15
CO,2013,4,360.13
CO,2014,1,365.21
CO,2014,2,377.74
CO,2014,3,386.08
